,start_time,interval,kd_direction,sl_atr,tp_atr,sl_determine,Profit,Fee,Max_Profit,Max_Loss,Max_Entry,Max_Position,Profit_%
195,1640999048000,15m,Down,1,5,High,407.32,5189.06,1239.25,-102.58,13,16726.28,24.35%
50,1672535048000,15m,Down,1,5,Close,377.51,763.25,882.74,-41.66,16,23123.19,16.33%
389,1609463048000,1h,Any,1,7,High,360.27,4968.06,3635.58,-1006.57,17,65636.58,5.49%
6,1672535048000,15m,Up,2,3,Close,309.6,636.89,181.36,-104.97,10,15281.53,20.26%
371,1609463048000,1h,Up,2,7,High,267.52,2327.21,3445.48,-794.85,23,58726.31,4.56%
4,1672535048000,15m,Up,1,7,Close,263.3,638.7,538.6,-32.87,9,14765.82,17.83%
62,1672535048000,15m,Down,3,5,Close,248.78,761.53,593.51,-165.87,23,37879.68,6.57%
76,1672535048000,1h,Up,1,7,Close,203.62,144.13,192.86,-76.14,7,10695.4,19.04%
48,1672535048000,15m,Down,1,3,Close,189.39,763.35,228.79,-41.66,8,12341.03,15.35%
122,1672535048000,1h,Down,1,5,Close,179.26,169.9,305.01,-86.85,11,17784.32,10.08%
2,1672535048000,15m,Up,1,5,Close,165.42,638.75,244.48,-32.87,9,14765.82,11.20%
96,1672535048000,1h,Any,1,3,Close,159.73,314.14,314.77,-134.79,12,18345.74,8.71%
58,1672535048000,15m,Down,2,7,Close,156.79,761.57,738.12,-95.69,23,37879.68,4.14%
0,1672535048000,15m,Up,1,3,Close,155.25,638.75,181.36,-32.87,8,13140.31,11.81%
221,1640999048000,1h,Up,1,7,High,150.61,1180.79,1035.07,-175.1,8,11882.95,12.67%
74,1672535048000,1h,Up,1,5,Close,133.92,144.17,190.31,-76.14,7,10695.4,12.52%
52,1672535048000,15m,Down,1,7,Close,129.89,763.38,882.74,-41.66,16,23123.19,5.62%
30,1672535048000,15m,Any,2,3,Close,125.21,1398.63,559.07,-166.16,22,36037.94,3.47%
120,1672535048000,1h,Down,1,3,Close,118.11,169.93,275.33,-86.85,7,11198.46,10.55%
8,1672535048000,15m,Up,2,5,Close,116.64,636.99,382.57,-73.23,12,20033.35,5.82%
307,1609463048000,15m,Up,5,3,High,114.48,9288.62,1769.74,-1617.54,22,40371.46,2.84%
19,1672535048000,15m,Up,5,3,High,98.33,637.0,494.32,-244.96,13,22868.08,4.30%
72,1672535048000,1h,Up,1,3,Close,-35.78,144.25,190.31,-76.14,7,10695.4,-3.35%
197,1640999048000,15m,Down,1,7,High,-43.49,5189.29,1278.16,-81.05,13,16726.28,-2.60%
34,1672535048000,15m,Any,2,7,Close,-43.81,1398.72,1368.45,-142.14,32,46269.85,-0.95%
219,1640999048000,1h,Up,1,5,High,-65.51,1180.9,833.18,-178.47,8,11882.95,-5.51%
66,1672535048000,15m,Down,5,3,Close,-87.66,761.69,521.94,-347.46,15,23457.38,-3.74%
106,1672535048000,1h,Any,2,7,Close,-136.21,314.29,1140.16,-327.04,19,30650.32,-4.44%
10,1672535048000,15m,Up,2,7,Close,-209.35,637.15,538.6,-73.23,13,20026.67,-10.45%
130,1672535048000,1h,Down,2,7,Close,-210.83,170.09,691.63,-204.96,11,17784.32,-11.86%
363,1609463048000,1h,Up,1,5,High,-224.77,2327.45,2652.22,-269.73,8,34252.76,-6.56%
40,1672535048000,15m,Any,3,7,Close,-235.72,1398.81,1603.58,-329.72,38,62685.71,-3.76%
355,1609463048000,15m,Down,5,3,High,-246.21,10648.48,7951.86,-2664.53,23,51993.8,-4.74%
13,1672535048000,15m,Up,3,3,High,-254.81,637.17,214.85,-146.64,10,15281.53,-16.67%
131,1672535048000,1h,Down,2,7,High,-274.89,170.12,599.26,-204.96,11,17784.32,-15.46%
7,1672535048000,15m,Up,2,3,High,-288.73,638.97,181.36,-72.72,10,15281.53,-18.89%
121,1672535048000,1h,Down,1,3,High,-308.19,170.14,232.84,-86.85,6,9595.52,-32.12%
75,1672535048000,1h,Up,1,5,High,-310.27,144.39,190.31,-76.14,7,10695.4,-29.01%
77,1672535048000,1h,Up,1,7,High,-341.43,144.4,190.31,-76.14,7,10695.4,-31.92%
23,1672535048000,15m,Up,5,7,High,-358.09,637.22,2900.35,-280.55,24,36853.69,-9.72%
125,1672535048000,1h,Down,1,7,High,-392.18,170.18,419.9,-86.85,6,9595.52,-40.87%
73,1672535048000,1h,Up,1,3,High,-396.83,144.43,190.31,-76.14,7,10695.4,-37.10%
82,1672535048000,1h,Up,2,7,Close,-398.67,144.43,454.41,-133.42,8,12866.0,-30.99%
101,1672535048000,1h,Any,1,7,High,-475.27,314.46,596.4,-134.79,12,18345.74,-25.91%
61,1672535048000,15m,Down,3,3,High,-483.4,761.89,260.04,-226.27,12,18493.26,-26.14%
49,1672535048000,15m,Down,1,3,High,-484.09,763.68,155.77,-41.66,8,12341.03,-39.23%
136,1672535048000,1h,Down,3,7,Close,-512.0,170.24,1045.57,-345.9,13,20200.79,-25.35%
123,1672535048000,1h,Down,1,5,High,-524.44,170.25,305.01,-86.85,6,9595.52,-54.65%
128,1672535048000,1h,Down,2,5,Close,-548.38,170.26,535.9,-204.96,11,17784.32,-30.84%
37,1672535048000,15m,Any,3,3,High,-565.53,1398.98,1045.44,-329.72,29,47769.48,-11.84%
5,1672535048000,15m,Up,1,7,High,-587.15,639.12,538.6,-32.87,6,9501.78,-61.79%
55,1672535048000,15m,Down,2,3,High,-592.61,763.74,260.04,-102.24,10,15250.93,-38.86%
129,1672535048000,1h,Down,2,5,High,-595.13,170.28,460.84,-204.96,11,17784.32,-33.46%
9,1672535048000,15m,Up,2,5,High,-607.88,639.13,382.57,-72.72,10,15281.53,-39.78%
80,1672535048000,1h,Up,2,5,Close,-624.18,144.54,272.02,-133.42,7,10695.4,-58.36%
68,1672535048000,15m,Down,5,5,Close,-630.95,761.97,1380.53,-278.47,26,38461.26,-16.40%
64,1672535048000,15m,Down,3,7,Close,-632.22,761.97,854.2,-165.87,23,37879.68,-16.69%
127,1672535048000,1h,Down,2,3,High,-634.92,170.3,275.33,-204.96,9,14076.9,-45.10%
126,1672535048000,1h,Down,2,3,Close,-643.52,170.31,275.33,-204.96,9,14076.9,-45.71%
193,1640999048000,15m,Down,1,3,High,-648.14,5189.59,809.82,-70.59,12,35151.28,-18.44%
142,1672535048000,1h,Down,5,7,Close,-650.17,170.31,1861.17,-653.86,22,34277.69,-18.97%
99,1672535048000,1h,Any,1,5,High,-653.51,314.55,435.56,-134.79,12,18345.74,-35.62%
51,1672535048000,15m,Down,1,5,High,-657.48,763.77,293.03,-41.66,9,13912.05,-47.26%
1,1672535048000,15m,Up,1,3,High,-674.01,639.17,142.9,-32.87,6,10605.82,-63.55%
97,1672535048000,1h,Any,1,3,High,-680.31,314.56,274.71,-134.79,12,18345.74,-37.08%
104,1672535048000,1h,Any,2,5,Close,-691.13,314.56,880.61,-327.04,19,30650.32,-22.55%
3,1672535048000,15m,Up,1,5,High,-698.44,639.18,244.48,-32.87,6,10670.45,-65.46%
417,1609463048000,1h,Down,2,5,High,-745.25,2641.27,2892.39,-1203.3,17,53908.37,-13.82%
27,1672535048000,15m,Any,1,5,High,-747.11,1402.65,1400.08,-52.77,24,35125.56,-21.27%
83,1672535048000,1h,Up,2,7,High,-772.19,144.62,250.96,-133.42,7,10695.4,-72.20%
138,1672535048000,1h,Down,5,3,Close,-783.2,170.38,453.56,-607.77,15,23454.6,-33.39%
143,1672535048000,1h,Down,5,7,High,-804.77,170.39,1861.17,-653.86,22,34277.69,-23.48%
63,1672535048000,15m,Down,3,5,High,-807.71,762.05,593.51,-165.87,23,37879.68,-21.32%
81,1672535048000,1h,Up,2,5,High,-827.08,144.65,180.77,-133.42,7,10695.4,-77.33%
78,1672535048000,1h,Up,2,3,Close,-827.8,144.65,184.89,-133.42,7,10695.4,-77.40%
20,1672535048000,15m,Up,5,5,Close,-848.12,637.47,471.69,-384.25,15,23460.0,-36.15%
171,1640999048000,15m,Any,1,5,High,-890.81,9713.34,3223.66,-173.34,33,50605.48,-17.60%
139,1672535048000,1h,Down,5,3,High,-895.87,170.43,453.56,-522.75,15,23454.6,-38.20%
157,1640999048000,15m,Up,3,3,High,-902.54,4522.29,1275.5,-432.12,17,19182.43,-47.05%
107,1672535048000,1h,Any,2,7,High,-937.73,314.69,682.41,-327.04,16,25026.84,-37.47%
132,1672535048000,1h,Down,3,3,Close,-938.93,170.46,338.41,-345.9,9,14076.9,-66.70%
134,1672535048000,1h,Down,3,5,Close,-939.76,170.46,820.63,-345.9,13,20200.79,-46.52%
53,1672535048000,15m,Down,1,7,High,-965.45,763.92,293.03,-41.66,9,13912.05,-69.40%
151,1640999048000,15m,Up,2,3,High,-980.53,4524.12,1131.75,-287.24,13,39218.32,-25.00%
79,1672535048000,1h,Up,2,3,High,-995.83,144.73,110.58,-133.42,7,10695.4,-93.11%
11,1672535048000,15m,Up,2,7,High,-1024.72,639.34,538.6,-72.72,12,18525.7,-55.31%
29,1672535048000,15m,Any,1,7,High,-1030.66,1402.79,1400.08,-52.77,24,35125.56,-29.34%
25,1672535048000,15m,Any,1,3,High,-1038.67,1402.79,559.07,-52.77,13,20050.45,-51.80%
88,1672535048000,1h,Up,3,7,Close,-1041.83,144.75,632.12,-190.69,8,12866.0,-80.98%
57,1672535048000,15m,Down,2,5,High,-1046.96,763.97,738.12,-102.24,16,23123.19,-45.28%
15,1672535048000,15m,Up,3,5,High,-1068.12,637.58,382.57,-150.78,14,23108.46,-46.22%
183,1640999048000,15m,Any,3,5,High,-1088.5,9709.86,4422.84,-1062.53,55,60376.55,-18.03%
295,1609463048000,15m,Up,2,3,High,-1090.67,9289.23,1461.84,-345.77,13,39218.32,-27.81%
137,1672535048000,1h,Down,3,7,High,-1104.5,170.54,691.63,-281.29,11,17784.32,-62.11%
46,1672535048000,15m,Any,5,7,Close,-1123.78,1399.26,6496.61,-677.25,83,125271.42,-8.97%
67,1672535048000,15m,Down,5,3,High,-1135.7,762.22,260.04,-347.46,12,18493.26,-61.41%
90,1672535048000,1h,Up,5,3,Close,-1171.67,144.82,467.26,-646.65,10,16492.91,-71.04%
133,1672535048000,1h,Down,3,3,High,-1205.21,170.59,338.41,-281.29,9,14076.9,-85.62%
140,1672535048000,1h,Down,5,5,Close,-1254.71,170.61,1480.5,-653.86,22,34277.69,-36.60%
365,1609463048000,1h,Up,1,7,High,-1279.91,2327.98,1745.4,-269.73,8,34252.76,-37.37%
102,1672535048000,1h,Any,2,3,Close,-1289.98,314.86,314.77,-327.04,19,30650.32,-42.09%
89,1672535048000,1h,Up,3,7,High,-1295.49,144.88,454.41,-190.69,8,12866.0,-100.69%
94,1672535048000,1h,Up,5,7,Close,-1321.22,144.89,1274.57,-646.65,16,26075.27,-50.67%
95,1672535048000,1h,Up,5,7,High,-1359.67,144.91,1274.57,-349.16,16,26075.27,-52.14%
141,1672535048000,1h,Down,5,5,High,-1388.34,170.68,1480.5,-653.86,22,34277.69,-40.50%
105,1672535048000,1h,Any,2,5,High,-1388.78,314.91,498.59,-327.04,16,25026.84,-55.49%
86,1672535048000,1h,Up,3,5,Close,-1400.98,144.93,272.02,-190.69,7,10695.4,-130.99%
39,1672535048000,15m,Any,3,5,High,-1408.46,1399.4,1071.35,-329.72,37,60988.14,-23.09%
153,1640999048000,15m,Up,2,5,High,-1432.54,4524.34,1778.66,-287.24,21,32026.56,-44.73%
135,1672535048000,1h,Down,3,5,High,-1442.05,170.71,535.9,-281.29,11,17784.32,-81.09%
59,1672535048000,15m,Down,2,7,High,-1465.44,764.17,738.12,-102.24,16,23123.19,-63.38%
31,1672535048000,15m,Any,2,3,High,-1486.25,1403.02,559.07,-166.16,22,36037.94,-41.24%
175,1640999048000,15m,Any,2,3,High,-1497.88,9713.64,2430.03,-573.39,42,63942.45,-23.43%
42,1672535048000,15m,Any,5,3,Close,-1504.11,1399.45,1045.44,-557.64,30,37451.89,-40.16%
87,1672535048000,1h,Up,3,5,High,-1524.25,144.99,272.02,-190.69,7,10695.4,-142.51%
112,1672535048000,1h,Any,3,7,Close,-1536.12,314.99,1669.85,-616.94,21,32612.89,-47.10%
297,1609463048000,15m,Up,2,5,High,-1545.99,9284.08,4060.93,-345.77,21,32026.56,-48.27%
379,1609463048000,1h,Up,5,3,High,-1595.99,2328.14,5059.04,-1910.97,25,50795.27,-31.42%
17,1672535048000,15m,Up,3,7,High,-1600.89,637.84,538.6,-150.78,14,23108.46,-69.28%
84,1672535048000,1h,Up,3,3,Close,-1625.66,145.04,184.89,-190.69,7,10695.4,-152.00%
289,1609463048000,15m,Up,1,3,High,-1643.42,9289.5,1461.84,-135.25,10,29358.98,-55.98%
103,1672535048000,1h,Any,2,3,High,-1668.25,315.05,314.77,-327.04,16,25026.84,-66.66%
65,1672535048000,15m,Down,3,7,High,-1723.02,762.51,635.68,-165.87,23,37879.68,-45.49%
85,1672535048000,1h,Up,3,3,High,-1724.83,145.09,184.89,-190.69,7,10695.4,-161.27%
92,1672535048000,1h,Up,5,5,Close,-1743.74,145.1,694.16,-646.65,11,16696.88,-104.43%
93,1672535048000,1h,Up,5,5,High,-1782.19,145.12,694.16,-349.16,11,16696.88,-106.74%
91,1672535048000,1h,Up,5,3,High,-1801.73,145.13,467.26,-317.42,10,16492.91,-109.24%
118,1672535048000,1h,Any,5,7,Close,-1824.7,315.13,3121.04,-1147.96,37,57639.73,-31.66%
155,1640999048000,15m,Up,2,7,High,-1844.15,4524.55,1575.0,-287.24,21,32026.56,-57.58%
21,1672535048000,15m,Up,5,5,High,-1856.13,637.97,471.69,-280.55,15,23460.0,-79.12%
173,1640999048000,15m,Any,1,7,High,-1912.24,9713.85,2840.64,-153.75,33,50605.48,-37.79%
119,1672535048000,1h,Any,5,7,High,-2084.64,315.26,3121.04,-935.27,37,57639.73,-36.17%
403,1609463048000,1h,Any,5,3,High,-2110.26,4969.29,7004.15,-3835.17,59,125519.92,-16.81%
33,1672535048000,15m,Any,2,5,High,-2136.99,1403.34,1216.76,-142.14,24,35125.56,-60.84%
177,1640999048000,15m,Any,2,5,High,-2165.84,9713.98,3761.27,-476.55,42,63942.45,-33.87%
113,1672535048000,1h,Any,3,7,High,-2232.4,315.33,1140.16,-454.26,19,30650.32,-72.83%
110,1672535048000,1h,Any,3,5,Close,-2236.85,315.34,1306.48,-616.94,21,32612.89,-68.59%
41,1672535048000,15m,Any,3,7,High,-2283.0,1399.84,1092.86,-329.72,37,56810.57,-40.19%
149,1640999048000,15m,Up,1,7,High,-2317.25,4524.78,1297.47,-80.35,17,26114.05,-88.74%
147,1640999048000,15m,Up,1,5,High,-2373.49,4524.81,1018.35,-80.35,17,26114.05,-90.89%
69,1672535048000,15m,Down,5,5,High,-2447.23,762.87,968.92,-278.47,24,38854.38,-62.98%
35,1672535048000,15m,Any,2,7,High,-2650.88,1403.6,1216.76,-142.14,24,35125.56,-75.47%
145,1640999048000,15m,Up,1,3,High,-2675.72,4524.96,739.23,-80.35,10,29358.98,-91.14%
373,1609463048000,1h,Up,3,3,High,-2687.79,2328.69,2974.08,-1384.77,11,50573.59,-53.15%
114,1672535048000,1h,Any,5,3,Close,-2687.97,315.56,788.78,-1147.96,35,57081.48,-47.09%
347,1609463048000,15m,Down,2,7,High,-2781.98,10644.38,7602.52,-702.07,23,51018.9,-54.53%
111,1672535048000,1h,Any,3,5,High,-2787.32,315.61,880.61,-454.26,19,30650.32,-90.94%
331,1609463048000,15m,Any,5,3,High,-2801.98,19938.44,11382.43,-5003.37,61,72832.56,-38.47%
116,1672535048000,1h,Any,5,5,Close,-2865.31,315.65,2480.81,-1147.96,37,57639.73,-49.71%
317,1609463048000,15m,Any,1,7,High,-3101.65,19927.85,3372.19,-355.11,33,50605.48,-61.29%
117,1672535048000,1h,Any,5,5,High,-3125.26,315.78,2480.81,-935.27,37,57639.73,-54.22%
108,1672535048000,1h,Any,3,3,Close,-3131.38,315.78,314.77,-616.94,19,30650.32,-102.16%
44,1672535048000,15m,Any,5,5,Close,-3193.01,1400.29,2230.79,-677.25,49,79133.9,-40.35%
179,1640999048000,15m,Any,2,7,High,-3231.05,9714.51,3734.28,-476.55,42,63942.45,-50.53%
169,1640999048000,15m,Any,1,3,High,-3242.58,9714.51,1345.15,-153.75,33,50605.48,-64.08%
43,1672535048000,15m,Any,5,3,High,-3243.62,1400.32,1045.44,-557.64,30,37451.89,-86.61%
109,1672535048000,1h,Any,3,3,High,-3311.47,315.87,314.77,-454.26,19,30650.32,-108.04%
351,1609463048000,15m,Down,3,5,High,-3440.93,10642.92,6154.95,-1482.12,27,59394.57,-57.93%
213,1640999048000,15m,Down,5,5,High,-3475.88,5189.21,3408.8,-1279.25,45,53216.34,-65.32%
343,1609463048000,15m,Down,2,3,High,-3704.8,10650.21,2120.22,-702.07,18,39557.94,-93.66%
341,1609463048000,15m,Down,1,7,High,-3900.59,10644.94,1786.59,-331.66,13,16726.28,-233.20%
321,1609463048000,15m,Any,2,5,High,-4020.51,19928.31,10668.05,-1090.87,42,63942.45,-62.88%
115,1672535048000,1h,Any,5,3,High,-4074.24,316.25,788.78,-935.27,35,57081.48,-71.38%
159,1640999048000,15m,Up,3,5,High,-4741.16,4524.21,1863.3,-432.12,26,28475.7,-166.50%
71,1672535048000,15m,Down,5,7,High,-4828.54,764.06,635.68,-273.03,27,43581.81,-110.79%
315,1609463048000,15m,Any,1,5,High,-5217.82,19928.91,3223.66,-355.11,33,50605.48,-103.11%
339,1609463048000,15m,Down,1,5,High,-5258.62,10645.62,1304.06,-331.66,13,16726.28,-314.39%
293,1609463048000,15m,Up,1,7,High,-5372.54,9286.0,1628.0,-135.25,17,26114.05,-205.73%
291,1609463048000,15m,Up,1,5,High,-5549.21,9286.08,1429.94,-135.25,17,26114.05,-212.50%
345,1609463048000,15m,Down,2,5,High,-5560.06,10645.77,6154.95,-702.07,23,51018.9,-108.98%
327,1609463048000,15m,Any,3,5,High,-5599.86,19925.53,10668.05,-2835.62,55,60376.55,-92.75%
337,1609463048000,15m,Down,1,3,High,-5604.95,10651.15,870.09,-331.66,12,35151.28,-159.45%
303,1609463048000,15m,Up,3,5,High,-5876.29,9284.46,4884.83,-889.35,26,28475.7,-206.36%
45,1672535048000,15m,Any,5,5,High,-5876.59,1401.63,863.34,-557.64,48,77496.42,-75.83%
309,1609463048000,15m,Up,5,5,High,-5972.4,9284.51,7028.73,-1795.8,39,44167.78,-135.22%
161,1640999048000,15m,Up,3,7,High,-6664.71,4525.17,1676.95,-504.21,26,28475.7,-234.05%
47,1672535048000,15m,Any,5,7,High,-7731.09,1402.56,1603.58,-557.64,48,77496.42,-99.76%
313,1609463048000,15m,Any,1,3,High,-7772.31,19940.92,1929.64,-355.11,33,50605.48,-153.59%
319,1609463048000,15m,Any,2,3,High,-9067.73,19941.57,3471.7,-1090.87,42,63942.45,-141.81%
383,1609463048000,1h,Up,5,7,High,-9238.16,2331.96,14532.57,-2771.31,35,49776.39,-185.59%
359,1609463048000,15m,Down,5,7,High,-15368.06,10648.88,9924.77,-2664.53,59,150839.71,-101.88%
356,1609463048000,15m,Down,5,5,Close,-15589.28,10648.99,6512.42,-2664.53,45,53216.34,-292.94%
333,1609463048000,15m,Any,5,5,High,-30211.54,19937.82,13394.93,-5003.37,95,111056.36,-272.04%
357,1609463048000,15m,Down,5,5,High,-35164.67,10658.77,6512.42,-2664.53,45,53216.34,-660.79%
