,Close_Time,Open,Close,High,Low,sma,bb_u,bb_l,rsi,position,entry_p,stop_loss,size,exit_p,amt
0,2022-07-02 09:29:59.999000064,1052.77,1062.19,1063.12,1052.46,1068.08,1082.4875979955016,1053.6724020044983,47.847495239150255,Buy,1052.77,1046.91,1.0,,1052.77
1,2022-07-02 10:44:59.999000064,1052.53,1040.21,1053.03,1039.84,1065.178,1083.1278251802073,1047.228174819793,34.288713912155615,Stop,,,-1.0,1046.91,-1046.91
2,2022-07-02 11:14:59.999000064,1041.82,1040.76,1043.82,1038.56,1063.8496666666667,1085.371015127104,1042.3283182062294,35.23071627132602,Buy,1041.82,1037.0,1.0,,1041.82
3,2022-07-02 11:29:59.999000064,1040.77,1040.26,1043.7,1038.67,1062.928,1085.988110667558,1039.8678893324422,34.94433371061744,Buy,1040.76,1038.56,1.0,,1040.76
4,2022-07-02 11:44:59.999000064,1040.26,1038.09,1040.76,1033.77,1061.7093333333335,1085.9943953720076,1037.4242712946593,33.66529998308282,Stop,,,-2.0,1038.56,-2077.12
5,2022-07-03 10:14:59.999000064,1056.64,1058.38,1058.88,1056.19,1066.2526666666665,1075.713541796498,1056.791791536835,39.879404412417536,Buy,1056.65,1055.2,1.0,,1056.65
6,2022-07-03 13:14:59.999000064,1073.08,1072.13,1088.34,1071.33,1065.4003333333333,1075.9913502606921,1054.8093164059744,62.17903928917643,Sell,,,-1.0,1075.9913502606921,-1075.9914
7,2022-07-03 21:14:59.999000064,1054.72,1052.96,1055.67,1052.92,1060.175,1066.3077617487356,1054.0422382512643,35.29956651630489,Buy,1054.71,1047.5,1.0,,1054.71
8,2022-07-03 21:44:59.999000064,1053.25,1045.71,1054.3,1042.27,1059.5166666666667,1067.8745233828936,1051.1588099504397,27.195321188709983,Buy,1053.25,1051.27,1.0,,1053.25
9,2022-07-03 21:59:59.999000064,1045.72,1042.46,1046.75,1042.36,1058.8110000000001,1069.0284665483555,1048.5935334516448,24.411526432827245,Stop,,,-2.0,1051.27,-2102.54
10,2022-07-04 11:29:59.999000064,1052.41,1051.8,1052.81,1049.46,1073.2046666666668,1089.9874894195784,1056.421843913755,29.81196342027259,Buy,1052.42,1047.42,1.0,,1052.42
11,2022-07-04 11:44:59.999000064,1051.8,1053.01,1054.0,1050.77,1072.2596666666666,1090.248544329146,1054.2707890041872,31.909527019141734,Buy,1051.8,1049.46,1.0,,1051.8
12,2022-07-04 14:59:59.999000064,1055.38,1047.43,1055.38,1045.37,1061.6776666666667,1081.2469069403453,1042.1084263929881,31.23454664232851,Stop,,,-2.0,1049.46,-2098.92
13,2022-07-06 10:29:59.999000064,1115.41,1121.37,1123.0,1115.34,1141.139,1166.4517426934874,1115.8262573065124,42.66889523073036,Buy,1115.41,1111.44,1.0,,1115.41
14,2022-07-06 17:29:59.999000064,1142.99,1149.38,1155.7,1140.58,1133.0673333333334,1152.4893977161162,1113.6452689505506,61.344889836371735,Sell,,,-1.0,1152.4893977161162,-1152.4894
15,2022-07-10 10:59:59.999000064,1189.34,1190.88,1193.26,1188.69,1214.6183333333333,1232.7836475949327,1196.453019071734,28.08410938455374,Buy,1189.34,1182.0,1.0,,1189.34
16,2022-07-10 11:29:59.999000064,1191.41,1187.05,1191.72,1184.45,1212.7146666666667,1234.7566125779513,1190.6727207553822,26.252434218004055,Buy,1191.4,1187.87,1.0,,1191.4
17,2022-07-10 12:14:59.999000064,1188.11,1186.65,1189.37,1184.3,1209.7643333333333,1236.0499890836215,1183.478677583045,27.42524208324467,Stop,,,-2.0,1187.87,-2375.74
18,2022-07-10 19:14:59.999000064,1183.02,1180.31,1184.07,1178.54,1188.9496666666666,1195.1045746992254,1182.794758634108,28.29523471728234,Buy,1183.01,1175.33,1.0,,1183.01
19,2022-07-10 19:44:59.999000064,1177.78,1180.15,1180.93,1176.81,1188.3886666666667,1196.31058181112,1180.4667515222134,32.51773370762464,Buy,1177.79,1174.0,1.0,,1177.79
20,2022-07-10 21:59:59.999000064,1174.33,1176.24,1176.46,1172.82,1185.157333333333,1194.2152417502489,1176.0994249164173,34.566214720629944,Buy,1174.34,1170.22,1.0,,1174.34
21,2022-07-10 22:14:59.999000064,1176.24,1169.87,1176.24,1167.27,1184.471,1194.8427274035562,1174.0992725964438,27.85660570976114,Stop,,,-3.0,1170.22,-3510.66
22,2022-07-10 23:14:59.999000064,1159.54,1163.54,1165.77,1158.25,1180.7666666666667,1198.3711140845555,1163.1622192487778,29.16940550208794,Buy,1159.53,1156.44,1.0,,1159.53
23,2022-07-11 04:29:59.999000064,1172.6,1180.0,1185.01,1171.21,1168.7323333333334,1180.9404221090497,1156.524244557617,60.913035478648354,Sell,,,-1.0,1180.9404221090497,-1180.9404
24,2022-07-11 10:29:59.999000064,1148.3,1152.9,1153.32,1147.42,1167.6286666666667,1185.4987726043053,1149.7585607290282,39.26790103434435,Buy,1148.31,1143.77,1.0,,1148.31
25,2022-07-11 14:14:59.999000064,1147.03,1139.13,1148.85,1138.11,1156.1473333333333,1173.088353320993,1139.2063133456736,33.068102246837,Stop,,,-1.0,1143.77,-1143.77
26,2022-07-12 06:44:59.999000064,1108.41,1102.43,1108.52,1100.99,1139.489,1165.9484720783773,1113.0295279216227,18.90114729796906,Buy,1108.42,1101.95,1.0,,1108.42
27,2022-07-12 06:59:59.999000064,1102.44,1098.72,1106.47,1092.2,1138.1933333333332,1168.4344092989018,1107.9522573677646,17.60803203316962,Stop,,,-1.0,1101.95,-1101.95
28,2022-07-12 07:14:59.999000064,1098.72,1099.35,1101.6,1091.71,1136.8100000000002,1170.083129098414,1103.5368709015863,18.626120265807245,Buy,1098.72,1092.2,1.0,,1098.72
29,2022-07-12 07:29:59.999000064,1099.35,1097.63,1100.42,1093.94,1135.275,1171.275828046028,1099.2741719539722,17.97314431884881,Buy,1099.35,1091.71,1.0,,1099.35
30,2022-07-12 07:44:59.999000064,1097.63,1099.22,1101.57,1095.08,1133.7623333333333,1171.8233540529864,1095.7013126136803,20.73935801650724,Buy,1097.63,1093.94,1.0,,1097.63
31,2022-07-12 08:29:59.999000064,1097.17,1091.63,1098.0,1088.61,1128.8423333333333,1172.5199415350394,1085.1647251316272,18.399523668901296,Stop,,,-3.0,1093.94,-3281.82
32,2022-07-12 16:44:59.999000064,1064.09,1068.44,1069.26,1063.65,1083.3043333333333,1102.2659997040403,1064.3426669626263,32.09841772373163,Buy,1064.09,1061.05,1.0,,1064.09
33,2022-07-12 17:44:59.999000064,1065.92,1056.97,1065.93,1053.76,1079.6926666666666,1101.5093788743739,1057.8759544589593,23.438690118223903,Stop,,,-1.0,1061.05,-1061.05
34,2022-07-13 03:59:59.999000064,1040.18,1041.4,1049.0,1039.26,1071.2230000000002,1095.129491810068,1047.3165081899324,24.424357570386704,Buy,1040.21,1033.46,1.0,,1040.21
35,2022-07-13 10:14:59.999000064,1047.04,1053.17,1057.64,1047.04,1045.431,1054.5408545175612,1036.3211454824389,56.6341590128116,Sell,,,-1.0,1054.5408545175612,-1054.5409
36,2022-07-13 21:14:59.999000064,1029.28,1028.12,1040.2,1027.62,1066.471,1098.2371070324662,1034.7048929675339,33.98261165153325,Buy,1029.28,1013.08,1.0,,1029.28
37,2022-07-14 07:29:59.999000064,1093.84,1106.0,1116.2,1093.75,1083.8726666666666,1104.5560847808822,1063.189248552451,67.5330503399641,Sell,,,-1.0,1104.5560847808822,-1104.5561
38,2022-07-14 17:29:59.999000064,1085.1,1084.37,1086.18,1083.66,1103.732,1122.634128557362,1084.829871442638,28.34056057664172,Buy,1085.1,1082.2,1.0,,1085.1
39,2022-07-14 19:29:59.999000064,1083.2,1078.17,1087.62,1077.0,1096.3703333333333,1116.2355964716444,1076.5050701950222,28.479746279589904,Stop,,,-1.0,1082.2,-1082.2
40,2022-07-16 15:14:59.999000064,1198.19,1202.81,1202.99,1197.0,1216.711,1234.3158783770477,1199.1061216229523,36.223613526854216,Buy,1198.19,1193.76,1.0,,1198.19
41,2022-07-16 20:59:59.999000064,1203.03,1215.26,1220.33,1200.0,1201.006,1209.77319126459,1192.2388087354102,63.57863347480982,Sell,,,-1.0,1209.77319126459,-1209.7732
42,2022-07-21 11:29:59.999000064,1489.94,1487.35,1499.14,1487.02,1523.8813333333333,1557.064649918276,1490.6980167483905,34.49258031854609,Buy,1489.93,1482.23,1.0,,1489.93
43,2022-07-21 12:14:59.999000064,1487.96,1474.19,1494.5,1463.56,1521.4906666666668,1561.6228668502652,1481.3584664830685,31.097784742398773,Stop,,,-1.0,1482.23,-1482.23
44,2022-07-23 19:14:59.999000064,1543.2,1531.02,1544.0,1528.25,1571.4936666666665,1602.5402022690705,1540.4471310642625,32.55765578887305,Buy,1543.0,1533.67,1.0,,1543.0
45,2022-07-23 19:44:59.999000064,1539.53,1525.04,1539.85,1520.62,1569.1019999999999,1605.9789671207159,1532.2250328792838,33.12415216113942,Stop,,,-1.0,1533.67,-1533.67
46,2022-07-23 20:14:59.999000064,1522.19,1520.08,1524.43,1501.65,1565.2196666666666,1608.2150591280817,1522.2242742052515,31.5068450291881,Buy,1522.19,1519.0,1.0,,1522.19
47,2022-07-23 20:29:59.999000064,1520.08,1520.26,1525.68,1517.43,1562.9943333333333,1608.104690070019,1517.8839765966477,31.642866598782973,Buy,1520.08,1501.65,1.0,,1520.08
48,2022-07-24 01:44:59.999000064,1507.21,1498.46,1508.0,1495.51,1525.6793333333335,1547.6065833108457,1503.7520833558212,30.027705251108628,Stop,,,-2.0,1501.65,-3003.3
49,2022-07-25 09:29:59.999000064,1555.62,1550.45,1560.73,1546.5,1602.052,1648.193119593659,1555.9108804063408,31.441307104748702,Buy,1555.62,1550.73,1.0,,1555.62
50,2022-07-25 09:44:59.999000064,1550.44,1545.23,1553.97,1536.1,1600.2409999999998,1650.6944899621058,1549.7875100378938,30.107117996345124,Stop,,,-1.0,1550.73,-1550.73
51,2022-07-25 09:59:59.999000064,1545.23,1544.4,1546.92,1535.0,1598.3423333333333,1652.6261270313164,1544.0585396353501,29.88993091834415,Buy,1545.23,1536.1,1.0,,1545.23
52,2022-07-25 10:29:59.999000064,1539.59,1530.51,1539.91,1519.26,1594.2949999999998,1657.1581991445676,1531.4318008554321,26.298738326335695,Stop,,,-1.0,1536.1,-1536.1
53,2022-07-25 10:44:59.999000064,1530.51,1520.13,1530.53,1515.92,1591.5163333333333,1659.6560262167409,1523.3766404499256,23.926654213567673,Buy,1530.51,1519.26,1.0,,1530.51
54,2022-07-25 11:29:59.999000064,1523.27,1515.02,1523.78,1508.06,1582.849,1662.4583497609174,1503.2396502390825,24.2108905410892,Stop,,,-1.0,1519.26,-1519.26
55,2022-07-26 03:59:59.999000064,1470.07,1495.0,1496.76,1468.23,1516.1093333333333,1548.6143179497094,1483.6043487169572,41.92346648237587,Buy,1470.07,1455.17,1.0,,1470.07
56,2022-07-26 07:59:59.999000064,1470.0,1440.79,1471.07,1435.58,1502.89,1550.7604304000756,1455.0195695999246,27.461763883746855,Stop,,,-1.0,1455.17,-1455.17
57,2022-07-26 08:59:59.999000064,1427.52,1415.38,1430.1,1412.15,1489.6483333333333,1555.3301150964462,1423.9665515702204,22.16700514574498,Buy,1427.53,1415.6,1.0,,1427.53
58,2022-07-26 11:14:59.999000064,1419.38,1415.32,1419.57,1400.46,1465.314,1548.8344815760063,1381.7935184239939,27.575590126811676,Stop,,,-1.0,1415.6,-1415.6
59,2022-07-26 21:14:59.999000064,1391.99,1377.99,1393.4,1369.29,1412.1820000000002,1432.8918079184868,1391.4721920815136,26.71870196237664,Buy,1391.98,1381.54,1.0,,1391.98
60,2022-07-26 22:29:59.999000064,1385.31,1380.79,1386.85,1379.24,1406.393,1432.4834049544497,1380.3025950455503,32.542323082638404,Stop,,,-1.0,1381.54,-1381.54
61,2022-07-29 20:14:59.999000064,1681.4,1674.41,1684.16,1673.57,1717.05,1749.254736712096,1684.845263287904,28.522934501375943,Buy,1681.39,1664.27,1.0,,1681.39
62,2022-07-29 20:44:59.999000064,1679.13,1658.99,1682.76,1658.14,1712.8223333333333,1751.9031882146026,1673.741478452064,26.008393923282668,Buy,1679.14,1667.69,1.0,,1679.14
63,2022-07-29 20:59:59.999000064,1658.9,1666.15,1671.09,1655.02,1710.8496666666665,1753.0554667370843,1668.6438665962487,31.128609048705968,Stop,,,-2.0,1667.69,-3335.38
