,Close_Time,Open,Close,High,Low,Volume,ema_8,ema_18,ema_38,atr,rsi,slow_k,slow_d,kd_cross,c1,c2,c3,c4,c5,signal,open_entry,entry_p,stop_loss,take_profit,position
20,2023-01-01 22:44:59,1195.58,1194.92,1195.63,1194.84,795.6312,1195.60784564968,1195.9549124674554,,1.0083799109769191,40.093579805358814,27.822580645163285,36.15591397849509,False,False,True,True,False,True,False,False,,,,
21,2023-01-01 22:59:59,1194.92,1194.5,1195.3,1194.2,1054.1981,1195.3616577275288,1195.8017637866706,,1.0149242030499899,37.31676329100721,19.35483870967801,29.502688172043463,False,False,True,True,False,True,False,False,,,,
22,2023-01-01 23:14:59,1194.5,1195.36,1195.36,1194.5,652.06,1195.3612893436334,1195.755262335442,,1.003858188546412,45.621625224055045,36.69354838709522,27.95698924731217,True,True,True,True,False,True,False,False,,,,
23,2023-01-01 23:29:59,1195.35,1195.21,1195.51,1194.34,809.1444,1195.3276694894926,1195.6978663001323,,1.0157254607931019,44.513845010742834,33.669354838710895,29.90591397849471,False,False,True,True,False,True,False,False,,,,
24,2023-01-01 23:44:59,1195.21,1196.08,1196.14,1195.21,736.9041,1195.4948540473831,1195.7380909001183,,1.0096022135935991,51.82107291068003,51.20967741935373,40.52419354838661,False,False,False,True,False,True,False,False,,,,
25,2023-01-01 23:59:59,1196.08,1196.81,1196.81,1195.6,573.3049,1195.78710870352,1195.850923436948,,1.023916341194059,56.944757134312304,67.8423236514528,50.90711863650581,False,False,False,True,False,True,False,False,,,,
26,2023-01-02 00:14:59,1196.81,1196.07,1197.74,1195.88,1242.7586,1195.8499734360712,1195.8739841277957,,1.0836366025373334,51.021360555764716,60.23809523809393,59.763365436300155,False,False,False,True,False,True,False,False,,,,
27,2023-01-02 00:29:59,1196.07,1197.7,1197.71,1196.06,3257.3197,1196.2610904502776,1196.06619632487,,1.1240911309275303,60.71495575421107,99.04761904761992,75.70934597905556,False,False,False,False,False,True,False,False,,,,
28,2023-01-02 00:44:59,1197.71,1196.88,1198.35,1196.6,3277.6349,1196.3986259057715,1196.1518598696205,,1.1687989072898495,54.835331564058386,69.43866943867326,76.24146124146237,False,False,False,False,False,True,False,False,,,,
29,2023-01-02 00:59:59,1196.88,1197.34,1197.98,1196.8,889.9693,1196.6078201489333,1196.2769272517658,,1.1695989853405793,57.33158707772856,79.00207900207896,82.49612249612404,False,False,False,False,False,True,False,False,,,,
30,2023-01-02 01:14:59,1197.35,1198.13,1198.68,1197.34,1235.3748,1196.9460823380593,1196.4719875410535,,1.1817704863876912,61.28872865287351,87.80487804878148,78.7485421631779,True,True,False,False,False,True,False,False,,,,
31,2023-01-02 01:29:59,1198.13,1200.88,1203.5,1198.12,6835.3622,1197.820286262935,1196.9359888525216,,1.4816440230742924,71.2753763986822,71.82795698924835,79.54497134670292,False,False,False,False,False,True,False,False,,,,
32,2023-01-02 01:44:59,1200.88,1201.02,1201.68,1200.36,1427.5987,1198.5313337600605,1197.3658847627823,,1.4700980214261405,71.67598215144145,73.333333333333,77.65538945712095,False,False,False,False,False,True,False,False,,,,
33,2023-01-02 01:59:59,1201.02,1200.68,1201.08,1200.44,930.7081,1199.008815146714,1197.7147389982788,,1.4108053056099785,69.15358706329307,69.67741935483924,71.61290322580686,False,False,False,False,False,True,False,False,,,,
34,2023-01-02 02:14:59,1200.67,1201.86,1202.91,1200.67,2545.1178,1199.6424117807776,1198.1510822616178,,1.4700334980664091,72.7392176829411,82.3655913978483,75.12544802867352,True,True,False,False,False,True,False,False,,,,
35,2023-01-02 02:29:59,1201.86,1201.56,1202.0,1201.14,834.1322,1200.0685424961603,1198.5099157077634,,1.4264596767759443,70.49561017593301,78.82096069868955,76.95465715045903,False,False,False,False,False,True,False,False,,,,
36,2023-01-02 02:44:59,1201.56,1201.48,1201.86,1201.04,1182.1923,1200.3821997192358,1198.8225561595777,,1.383141128434801,69.87664852658429,77.9475982532755,79.71138344993778,False,False,False,False,False,True,False,False,,,,
37,2023-01-02 02:59:59,1201.47,1200.92,1201.48,1200.77,707.716,1200.501710892739,1199.0433397217275,1197.7932054177916,1.3350596192608892,65.5387204346184,68.87816646562197,75.21557513919566,False,False,False,False,False,True,False,False,,,,
38,2023-01-02 03:14:59,1200.93,1203.33,1203.39,1200.92,2032.4596,1201.1302195832413,1199.4945671194405,1198.0771436014945,1.4161267893136849,73.23844686771307,97.84810126582188,81.55795532823979,True,True,False,False,False,True,False,False,,,,
39,2023-01-02 03:29:59,1203.33,1203.62,1204.51,1202.22,2359.3542,1201.683504120299,1199.928823212131,1198.3613926475718,1.478546304362705,73.99149868772089,89.68713789107633,85.47113520750672,False,False,False,False,False,True,False,False,,,,
40,2023-01-02 03:44:59,1203.62,1202.51,1203.7,1202.5,1239.8669,1201.8671698713438,1200.2005260319065,1198.5741417425681,1.458650139765372,66.30117789459368,76.33136094674569,87.9555333678813,False,False,False,False,False,True,False,False,,,,
41,2023-01-02 03:59:59,1202.51,1201.78,1202.73,1201.5,1018.9498,1201.847798788823,1200.3667864496006,1198.7385447301288,1.4423179869249894,61.755264250851795,65.48672566371694,77.16840816717966,False,False,True,False,False,True,False,False,,,,
42,2023-01-02 04:14:59,1201.77,1202.19,1202.27,1201.44,1124.2485,1201.9238435024179,1200.5587036654322,1198.915542436276,1.3985809878589135,63.27815958551105,69.90920881971563,70.57576514339276,False,False,False,False,False,True,False,False,,,,
43,2023-01-02 04:29:59,1202.19,1202.98,1204.67,1202.19,1842.7594,1202.158544946325,1200.8135769638077,1199.1239761574925,1.4758252030118495,66.08082700258709,76.9440654843108,70.7799999892478,True,True,False,False,False,True,False,False,,,,
44,2023-01-02 04:44:59,1202.98,1202.21,1203.59,1202.2,821.1889,1202.1699794026972,1200.9605688623542,1199.2822337904415,1.469694831368137,61.17962864355537,62.44274809160354,69.76534079854333,False,False,False,False,False,True,False,False,,,,
45,2023-01-02 04:59:59,1202.2,1201.4,1202.5,1201.39,635.5676,1201.9988728687645,1201.00682477158,1199.3908371858035,1.444002343413263,56.43749775013181,24.129930394435018,54.50558132344978,False,False,True,False,False,True,False,False,,,,
46,2023-01-02 05:14:59,1201.4,1200.95,1201.72,1200.65,1008.5009,1201.7657900090392,1201.0008432166771,1199.4707942531984,1.417287890312311,53.93623394869865,12.056737588652215,32.87647202489692,False,False,True,False,False,True,False,False,,,,
47,2023-01-02 05:29:59,1200.96,1202.12,1202.13,1200.95,650.5108,1201.8445033403636,1201.118649193869,1199.6066509581626,1.4003387552900075,59.02141830200416,36.56716417909966,24.251277387395632,True,True,False,False,False,True,False,False,,,,
48,2023-01-02 05:44:59,1202.12,1202.55,1202.73,1201.83,783.5873,1202.0012803758384,1201.2693176997775,1199.757591934667,1.3646002727692992,60.73694933205775,47.26368159203662,31.962527786596166,False,False,False,False,False,True,False,False,,,,
49,2023-01-02 05:59:59,1202.55,1202.85,1203.08,1202.36,979.9881,1202.1898847367631,1201.4357053103272,1199.9161769636585,1.3185573961429227,61.934277539834056,54.7263681591997,46.18573797677866,False,False,False,False,False,True,False,False,,,,
50,2023-01-02 06:14:59,1202.85,1202.45,1203.08,1202.4,826.5984,1202.2476881285936,1201.542473172398,1200.046116606548,1.2729461535612736,59.336084138336034,44.77611940298414,48.92205638474015,False,False,False,False,False,True,False,False,,,,
51,2023-01-02 06:29:59,1202.45,1202.29,1202.64,1202.23,779.0281,1202.257090766684,1201.6211602068825,1200.161187549802,1.211307142592617,58.28284779121414,40.79601990049453,46.76616915422613,False,False,False,False,False,True,False,False,,,,
52,2023-01-02 06:44:59,1202.28,1202.06,1202.46,1202.06,779.1246,1202.213292818532,1201.6673538693158,1200.258562547248,1.1533566324074367,56.72413054401193,35.07462686566818,40.21558872304895,False,False,True,False,False,True,False,False,,,,
53,2023-01-02 06:59:59,1202.07,1201.03,1202.07,1200.45,879.2998,1201.9503388588582,1201.6002639883352,1200.2981234422607,1.1866883015211833,50.243721113406096,13.744075829382073,29.871574198514924,False,False,True,False,False,True,False,False,,,,
54,2023-01-02 07:14:59,1201.04,1202.15,1202.49,1200.29,1864.0278,1201.9947080013342,1201.6581309369317,1200.3930914708628,1.2590677085553879,56.11480292103994,42.46575342465938,30.42815203990321,True,True,False,False,False,True,False,False,,,,
55,2023-01-02 07:29:59,1202.14,1200.17,1202.37,1200.16,3531.8533,1201.589217334371,1201.5014855751494,1200.3816508826133,1.3269914436585608,45.82117799667383,0.22172949002197173,18.810519581354473,False,False,True,False,False,True,False,False,,,,
56,2023-01-02 07:44:59,1200.16,1200.66,1201.3,1199.36,2594.3314,1201.3827245933996,1201.4129081461863,1200.3959251963254,1.3707777691115246,48.346441581783644,24.48210922787457,22.389864047518643,True,True,True,True,False,True,False,False,,,,
57,2023-01-02 07:59:59,1200.66,1200.34,1201.0,1199.43,2458.3765,1201.1510080170885,1201.2999704465876,1200.3930572375393,1.3850079284606969,46.81192276046946,23.167848699763923,15.957229139220155,False,False,True,True,False,True,False,False,,,,
58,2023-01-02 08:14:59,1200.33,1199.97,1201.04,1199.5,2168.895,1200.8885617910687,1201.159973557473,1200.3713619945886,1.3960787907135015,45.03214108685825,16.397849462368892,21.349269130002465,False,False,True,True,False,True,False,False,,,,
59,2023-01-02 08:29:59,1199.97,1198.17,1199.97,1197.99,1837.0153,1200.284436948609,1200.8452394987917,1200.2584716358917,1.4377874485196813,37.55215801671778,3.536345776032742,14.367347979388517,False,False,True,True,False,True,False,False,,,,
60,2023-01-02 08:44:59,1198.17,1198.46,1198.76,1197.5,1492.0823,1199.879006515585,1200.5941616568136,1200.1662423212306,1.4250883450539893,39.30146646468537,17.204301075269694,12.379498771223775,True,True,True,True,False,True,False,False,,,,
61,2023-01-02 08:59:59,1198.46,1198.16,1198.61,1197.61,763.1153,1199.4970050676773,1200.3379341139912,1200.063358099629,1.3947248918358472,38.11208914061443,11.827956989248934,10.85620128018379,False,False,True,True,False,True,False,False,,,,
62,2023-01-02 09:14:59,1198.16,1195.76,1198.31,1194.78,8246.6119,1198.6665594970823,1199.8560463125184,1199.8426730688789,1.5472445424189991,30.23025373423681,11.807228915662934,13.613162326727187,False,False,True,True,False,True,False,False,,,,
63,2023-01-02 09:29:59,1195.75,1196.09,1196.13,1193.0,3685.1617,1198.093990719953,1199.459620384885,1199.6502282961158,1.6602985036747928,32.303348591835444,30.654761904761315,18.09664926989106,True,True,True,True,True,True,True,False,,,,
64,2023-01-02 09:44:59,1196.09,1196.03,1196.44,1195.27,953.3041,1197.6353261155189,1199.0986077127918,1199.4645755629815,1.6252771819837413,32.11649469330145,31.431535269708935,24.631175363377725,False,False,True,True,True,True,False,True,1196.09,1201.0708955110242,1186.128208977951,Short
65,2023-01-02 09:59:59,1196.03,1195.16,1196.03,1195.09,937.7949,1197.0852536454036,1198.684017427235,1199.2438280982133,1.5763288118420493,29.455895048199707,22.760800842993465,28.282366005821242,False,False,True,True,True,False,False,False,,,,
66,2023-01-02 10:14:59,1195.15,1196.26,1196.41,1194.46,1355.2923,1196.901863946425,1198.4288576980523,1199.0908112726638,1.6030196109961918,36.606669426794795,34.351949420442445,29.514761844381614,True,True,True,True,True,True,True,False,,,,
67,2023-01-02 10:29:59,1196.27,1196.2,1196.42,1195.55,608.662,1196.7458941805528,1198.1942410982574,1198.9425645407323,1.5506610673536152,36.38999007211843,33.71970495258211,30.277485072006005,False,False,True,True,True,True,False,True,1196.26,1201.0690588329885,1186.6418823340227,Short
68,2023-01-02 10:44:59,1196.21,1196.61,1196.61,1196.16,654.1274,1196.7156954737634,1198.0274788773881,1198.8229458463356,1.4720424196854869,39.04510423151446,38.52721451440706,35.53295629581054,False,False,True,True,True,True,False,False,,,,
69,2023-01-02 10:59:59,1196.61,1196.79,1197.24,1196.6,541.9336,1196.7322075907048,1197.897217942926,1198.7186922131903,1.412610818279388,40.224752275130584,45.66265060240945,39.30319002313288,False,False,False,True,True,True,False,False,,,,
70,2023-01-02 11:14:59,1196.79,1196.6,1197.47,1196.58,1570.7173,1196.7028281261037,1197.760668685776,1198.6100413304625,1.3752814741165817,39.35888285657776,44.77611940298414,42.98866150660022,False,False,True,True,True,True,False,False,,,,
71,2023-01-02 11:29:59,1196.61,1196.91,1197.24,1196.56,857.8667,1196.748866320303,1197.6711246135892,1198.5228597237722,1.3256185116796877,41.56890107334994,48.63184079602114,46.35687026713824,False,False,False,True,True,True,False,False,,,,
72,2023-01-02 11:44:59,1196.9,1197.73,1197.84,1196.9,732.6292,1196.9668960269023,1197.677322022685,1198.4822002507583,1.2980743322739834,47.06447124364474,67.8622668579627,53.756742352322654,False,False,False,True,True,True,False,False,,,,
73,2023-01-02 11:59:59,1197.72,1201.94,1203.53,1197.4,5749.0388,1198.0720302431464,1198.1260249676657,1198.659523314822,1.6432118799686906,65.17449590187272,84.90028490028564,67.1314641847565,False,False,False,True,True,True,False,False,,,,Stop
74,2023-01-02 12:14:59,1201.94,1200.47,1202.95,1200.14,1875.4869,1198.604912411336,1198.3727591815957,1198.7523682730362,1.7265538885423517,57.74580711989004,70.94017094017138,74.56757423280656,False,False,False,False,True,True,False,False,,,,
75,2023-01-02 12:29:59,1200.48,1200.84,1201.11,1199.87,2238.8339,1199.1015985421502,1198.6324687414278,1198.8594263103164,1.6918000393607557,59.01217087868529,74.4539411206072,76.76479898702141,False,False,False,False,True,True,False,False,,,,
76,2023-01-02 12:44:59,1200.85,1200.72,1201.98,1200.25,1522.7995,1199.4612433105613,1198.852208873909,1198.9548403456847,1.6945286079778459,58.4008460888525,73.3143399810071,72.90281734726189,True,True,False,False,True,True,False,False,,,,
77,2023-01-02 12:59:59,1200.73,1201.85,1201.86,1200.57,800.7658,1199.9920781304365,1199.1677658345502,1199.1033100715472,1.665633707407997,62.35554406389698,81.47739801543467,76.41522637234965,False,False,False,False,False,True,False,False,,,,
78,2023-01-02 13:14:59,1201.85,1201.21,1202.29,1201.1,1189.6371,1200.262727434784,1199.382737851966,1199.2113454524936,1.6316598711645725,58.938027449963165,74.42116868798288,76.40430222814155,False,False,False,False,False,True,False,False,,,,
79,2023-01-02 13:29:59,1201.21,1201.9,1201.91,1200.15,1380.4792,1200.6265657826098,1199.647712814917,1199.3492251728785,1.6408270232242452,61.39464160739005,82.02866593164396,79.3090775450205,True,True,False,False,False,True,False,False,,,,
80,2023-01-02 13:44:59,1201.91,1202.55,1202.55,1201.14,1139.6957,1201.0539956086964,1199.953216729136,1199.5133674717054,1.6243393787082174,63.60368144893676,87.71929824561383,81.38971095508022,False,False,False,False,False,True,False,False,,,,
81,2023-01-02 13:59:59,1202.55,1202.35,1202.99,1202.34,965.983,1201.3419965845414,1200.2055097050165,1199.6588358064896,1.554743708800494,62.42014388084049,83.98914518317393,84.57903645347724,False,False,False,False,False,True,False,False,,,,
82,2023-01-02 14:14:59,1202.36,1202.75,1204.19,1202.35,1620.2473,1201.6548862324212,1200.473350788699,1199.8173570471822,1.5751191581718977,63.86825987774934,81.12712975098252,84.27852439325676,False,False,False,False,False,True,False,False,,,,
83,2023-01-02 14:29:59,1202.75,1202.58,1203.72,1202.58,845.2657,1201.860467069661,1200.695103337257,1199.9590310447625,1.5440392183024836,62.761345328343864,78.89908256880597,81.33845250098749,False,False,False,False,False,True,False,False,,,,
84,2023-01-02 14:44:59,1202.58,1200.95,1202.59,1200.55,2176.3035,1201.6581410541808,1200.7219345649144,1200.009849965544,1.5794649884237322,53.234566173189954,57.536041939712156,72.52075141983354,False,False,True,False,False,True,False,False,,,,
85,2023-01-02 14:59:59,1200.95,1201.58,1201.58,1200.79,561.9059,1201.640776375474,1200.8122572422917,1200.0903704801312,1.5230746321077486,56.013696709712306,64.1975308641956,66.87755179090458,False,False,True,False,False,True,False,False,,,,
86,2023-01-02 15:14:59,1201.58,1208.07,1208.14,1201.39,5467.5191,1203.0694927364798,1201.5762301641557,1200.4995822503809,1.8964264441000525,73.49079947057915,99.3482309124752,73.69393457212766,True,True,False,False,False,True,False,False,,,,
87,2023-01-02 15:29:59,1208.08,1212.95,1220.0,1206.17,29824.9883,1205.265161017262,1202.7734690942445,1201.1380652118999,2.7488245552357577,79.94378577887863,64.97764530551457,76.17446902739512,False,False,False,False,False,True,False,False,,,,
88,2023-01-02 15:44:59,1212.95,1215.01,1216.37,1212.01,10255.2403,1207.4306807912037,1204.0615249790608,1201.8494464830844,2.8639085155760537,81.94209858982845,75.21112767014415,79.84566796271132,False,False,False,False,False,True,False,False,,,,
89,2023-01-02 15:59:59,1215.01,1213.09,1215.37,1212.86,4143.371,1208.6883072820474,1205.0118907707385,1202.4258851249774,2.838629335892049,74.49229911491234,65.18891687657374,68.45922995074416,False,False,False,False,False,True,False,False,,,,
90,2023-01-02 16:14:59,1213.08,1214.61,1214.98,1212.74,3293.131,1210.004238997148,1206.0222180580292,1203.0507115288249,2.795870097614046,76.32720612545015,72.84634760705227,71.08213071792339,True,True,False,False,False,True,False,False,,,,
91,2023-01-02 16:29:59,1214.61,1215.24,1216.23,1213.62,3697.0553,1211.167741442226,1206.9925108940263,1203.6758032452954,2.7825936620701945,77.06366485615433,76.0201511335012,71.35180520570907,False,False,False,False,False,True,False,False,,,,
92,2023-01-02 16:44:59,1215.23,1215.62,1217.27,1215.23,2367.4605,1212.1571322328425,1207.9006676420236,1204.288326155793,2.729551257636607,77.51798486576016,77.93450881612026,75.60033585222457,False,False,False,False,False,True,False,False,,,,
93,2023-01-02 16:59:59,1215.62,1215.94,1216.68,1214.67,2160.4422,1212.997769514433,1208.7469131533894,1204.8858478913933,2.6781547392339915,77.91471205913842,79.12596401028311,77.69354131996819,False,False,False,False,False,True,False,False,,,,
94,2023-01-02 17:14:59,1215.93,1216.8,1218.86,1215.74,4704.7121,1213.8427096223368,1209.5946065056642,1205.496830050809,2.7097151150029846,78.9878613624515,83.54755784061678,80.20267688900672,False,False,False,False,False,True,False,False,,,,
95,2023-01-02 17:29:59,1216.8,1217.1,1218.48,1216.68,2433.8415,1214.5665519284842,1210.3846479261206,1206.0918644071778,2.64473546393134,79.36454658656106,85.08997429305869,82.5878320479862,False,False,False,False,False,True,False,False,,,,
96,2023-01-02 17:44:59,1217.1,1218.48,1219.32,1217.06,2933.8703,1215.4362070554876,1211.2367902496867,1206.727153411938,2.6172543593648148,81.04766106833006,92.18508997429318,86.94087403598955,False,False,False,False,False,True,False,False,,,,
97,2023-01-02 17:59:59,1218.48,1217.18,1218.61,1216.91,3647.5816,1215.8237165987125,1211.8623912760354,1207.26319682671,2.5517361908387435,74.8537870526508,85.50128534704406,87.59211653813198,False,False,False,False,False,True,False,False,,,,
98,2023-01-02 18:14:59,1217.18,1220.01,1224.29,1216.61,22666.6255,1216.7540017989986,1212.7200342996107,1207.9168790407248,2.9180407486359807,78.6745332775512,81.78723404255331,86.49120312129685,False,False,False,False,False,True,False,False,,,,
99,2023-01-02 18:29:59,1220.0,1218.35,1220.62,1217.75,6269.2073,1217.1086680658877,1213.3126622680727,1208.45191088479,2.9146092665905456,71.78462593816735,74.06113537117865,80.44988492025868,False,False,False,False,False,True,False,False,,,,
100,2023-01-02 18:44:59,1218.35,1217.24,1219.46,1217.13,2827.1033,1217.137852940135,1213.7260662398544,1208.9025821214675,2.872851461834073,67.5261816228064,61.0927152317881,72.31369488184002,False,False,False,False,False,True,False,False,,,,
101,2023-01-02 18:59:59,1217.24,1217.75,1218.19,1217.23,1515.2005,1217.273885620105,1214.1496382146065,1209.3562958588282,2.736219214560213,68.45220183339512,46.74267100977217,60.632173870912986,False,False,False,False,False,True,False,False,,,,
102,2023-01-02 19:14:59,1217.74,1217.34,1217.88,1216.97,1347.9868,1217.288577704526,1214.4854657709639,1209.7657165840164,2.605774984948775,66.80297172600571,39.8268398268392,49.22074202279983,False,False,False,False,False,True,False,False,,,,
103,2023-01-02 19:29:59,1217.33,1215.94,1217.34,1215.93,1820.4077,1216.988893770187,1214.6385746371782,1210.082346502785,2.520362486023852,61.36607548968412,27.70562770562821,38.09171284741319,False,False,True,False,False,True,False,False,,,,
104,2023-01-02 19:44:59,1215.93,1216.48,1216.95,1214.29,3418.6657,1216.875806265701,1214.8324088858963,1210.410431297514,2.530336594165011,62.62945857908387,26.804123711341216,31.44553041460288,False,False,True,False,False,True,False,False,,,,
105,2023-01-02 19:59:59,1216.48,1217.35,1217.48,1216.47,1181.135,1216.9811826511007,1215.0974184768545,1210.7663066155899,2.421741123153224,64.6359547984966,30.599999999999454,28.36991713898963,True,True,False,False,False,True,False,False,,,,
106,2023-01-02 20:14:59,1217.35,1217.4,1218.31,1216.96,2430.0765,1217.0742531730784,1215.3397954792908,1211.1064960199187,2.34518818578513,64.7530840892086,31.100000000001273,29.50137457044732,False,False,False,False,False,True,False,False,,,,
107,2023-01-02 20:29:59,1217.4,1217.7,1218.67,1217.17,1452.8092,1217.2133080235055,1215.588238060418,1211.4446244291537,2.2848176010861923,65.49160745412293,34.10000000000082,31.933333333333852,False,False,False,False,False,True,False,False,,,,
108,2023-01-02 20:44:59,1217.7,1217.0,1218.07,1217.0,1147.9654,1217.1659062405042,1215.736844580374,1211.7295154840688,2.1980449152943167,62.215893802294524,27.100000000000364,30.76666666666749,False,False,True,False,False,True,False,False,,,,
109,2023-01-02 20:59:59,1217.01,1216.62,1217.45,1216.61,694.9747,1217.0445937426143,1215.8298083087557,1211.9803095618088,2.101041707059019,60.44833107317001,23.299999999999272,28.166666666666824,False,False,True,False,False,True,False,False,,,,
110,2023-01-02 21:14:59,1216.62,1216.29,1217.01,1215.52,1839.5988,1216.8769062442557,1215.878249539413,1212.20131932787,2.057395870840518,58.883799462110304,20.0,23.46666666666655,False,False,True,False,False,True,False,False,,,,
111,2023-01-02 21:29:59,1216.28,1216.3,1216.45,1215.33,881.6007,1216.7487048566434,1215.922644324738,1212.4115080802867,1.9904390229233466,58.918498471761154,20.09999999999991,21.133333333333066,False,False,True,False,False,True,False,False,,,,
112,2023-01-02 21:44:59,1216.3,1214.08,1216.35,1214.04,2676.8199,1216.1556593329449,1215.7286817642394,1212.497071768477,2.0132648070002466,49.026715846218615,0.6079027355617639,13.569300911853896,False,False,True,False,False,True,False,False,,,,
113,2023-01-02 21:59:59,1214.08,1214.95,1215.37,1214.08,1521.2744,1215.887735036735,1215.6467152627406,1212.6228629598372,1.961603035071655,52.399476945539455,16.789667896680253,12.499190210747315,True,True,True,False,False,True,False,False,,,,
114,2023-01-02 22:14:59,1214.95,1216.4,1218.39,1214.94,4801.0372,1216.0015716952385,1215.7260083929784,1212.8165622952301,2.067917103995111,57.45249131382438,50.97192224622185,22.78983095948796,False,False,False,False,False,True,False,False,,,,
115,2023-01-02 22:29:59,1216.39,1215.75,1217.25,1215.34,1613.7783,1215.9456668740743,1215.7285338252964,1212.9669949980387,2.0566373108526093,54.65175048295439,36.93304535637141,34.898211833091175,False,False,True,False,False,True,False,False,,,,
116,2023-01-02 22:44:59,1215.75,1216.47,1216.48,1214.92,1872.465,1216.0621853465022,1215.8065828963177,1213.1466362801905,2.021163217220276,57.14393488458269,52.48380129589647,46.79625629949658,False,False,False,False,False,True,False,False,,,,
117,2023-01-02 22:59:59,1216.48,1216.78,1217.01,1216.27,1629.5854,1216.2216997139462,1215.9090478546,1213.332962624796,1.9296515588474,58.208856832334206,59.179265658746104,49.53203743700467,False,False,False,False,False,True,False,False,,,,
118,2023-01-02 23:14:59,1216.77,1216.93,1217.72,1215.45,2753.0631,1216.3790997775136,1216.0165165014841,1213.5174260799347,1.95396216178687,58.74307249281203,62.419006479482334,58.027357811374976,False,False,False,False,False,True,False,False,,,,
119,2023-01-02 23:29:59,1216.93,1218.45,1220.0,1216.92,5451.9464,1216.839299826955,1216.2726726592227,1213.7703785886558,2.0343934359449456,63.79378350668717,73.99328859060495,65.19718690961113,False,False,False,False,False,True,False,False,,,,
120,2023-01-02 23:44:59,1218.45,1220.43,1220.98,1218.44,3779.6851,1217.637233198743,1216.710286063515,1214.1118976353914,2.070508190520304,69.10036953846219,92.0749279538912,76.16240767465949,False,False,False,False,False,True,False,False,,,,
121,2023-01-02 23:59:59,1220.44,1219.0,1220.44,1218.5,2382.2282,1217.940070265689,1216.951308583145,1214.3625695515252,2.0611861769117152,62.029309235082614,71.46974063400573,79.17931905950064,False,False,False,False,False,True,False,False,,,,
