,Close_Time,Open,Close,High,Low,sma,bb_u,bb_l,rsi,position,entry_p,stop_loss,size,exit_p,amt
0,2022-08-02 10:14:59.999000064,1605.57,1607.88,1612.68,1602.04,1627.0676666666666,1648.0584727069847,1606.0768606263484,38.10436533283766,Buy,1605.56,1600.0,1.0,,1605.56
1,2022-08-02 10:44:59.999000064,1605.0,1592.33,1605.95,1583.47,1625.087,1650.5822304820601,1599.5917695179398,32.27061092233603,Stop,,,-1.0,1600.0,-1600.0
2,2022-08-02 11:14:59.999000064,1588.75,1574.44,1588.75,1571.11,1622.4646666666667,1656.1633225185292,1588.7660108148043,26.801326805311092,Buy,1588.75,1582.13,1.0,,1588.75
3,2022-08-02 11:29:59.999000064,1574.45,1573.82,1580.0,1568.35,1620.8496666666665,1658.8058071390012,1582.8935261943318,26.63043546134024,Stop,,,-1.0,1582.13,-1582.13
4,2022-08-02 11:59:59.999000064,1576.71,1577.35,1584.58,1574.27,1617.7763333333335,1661.5087544061364,1574.0439122605305,29.42857072442743,Buy,1576.7,1570.52,1.0,,1576.7
5,2022-08-02 12:44:59.999000064,1575.18,1566.31,1579.24,1566.28,1612.3916666666667,1662.4297231392718,1562.3536101940615,27.898702634381422,Stop,,,-1.0,1570.52,-1570.52
6,2022-08-03 09:14:59.999000064,1599.93,1596.08,1600.06,1589.71,1639.9803333333334,1674.969277295045,1604.9913893716218,31.069367575813686,Buy,1599.93,1593.59,1.0,,1599.93
7,2022-08-03 09:29:59.999000064,1596.08,1603.99,1606.99,1595.76,1638.427,1675.4712082382687,1601.3827917617311,36.5638638912875,Buy,1596.08,1589.71,1.0,,1596.08
8,2022-08-03 16:44:59.999000064,1637.88,1647.61,1648.27,1635.83,1623.6023333333333,1646.6135999554845,1600.591066711182,63.68310805032525,Sell,,,-2.0,1646.6135999554845,-3293.2272
9,2022-08-04 04:59:59.999000064,1638.73,1642.89,1645.79,1637.13,1658.0330000000001,1671.9968658926127,1644.0691341073875,39.13394491548611,Buy,1638.73,1632.0,1.0,,1638.73
10,2022-08-04 06:29:59.999000064,1638.41,1630.32,1638.57,1626.85,1653.8213333333333,1674.1325405735686,1633.510126093098,34.418651880331964,Stop,,,-1.0,1632.0,-1632.0
11,2022-08-04 07:14:59.999000064,1622.08,1609.54,1622.09,1608.28,1649.6706666666664,1678.9899635810848,1620.351369752248,25.000603980564634,Buy,1622.08,1615.8,1.0,,1622.08
12,2022-08-04 07:29:59.999000064,1609.54,1612.86,1615.8,1607.42,1648.2373333333335,1680.283638968916,1616.191027697751,28.556649397518,Stop,,,-1.0,1615.8,-1615.8
13,2022-08-04 22:59:59.999000064,1605.9,1613.22,1614.79,1604.36,1620.4026666666666,1633.5428309815754,1607.2625023517578,44.082639148206916,Buy,1605.9,1596.84,1.0,,1605.9
14,2022-08-05 00:59:59.999000064,1610.3,1587.48,1610.52,1580.39,1616.9843333333333,1634.7631602037854,1599.2055064628812,33.10533346141325,Stop,,,-1.0,1596.84,-1596.84
15,2022-08-06 17:14:59.999000064,1708.49,1709.18,1711.96,1706.56,1725.4733333333336,1743.4960895659212,1707.450577100746,36.94191019025745,Buy,1708.5,1704.42,1.0,,1708.5
