Close_Time,Open,Close,High,Low,Volume,ema_8_15m,ema_18_15m,ema_38_15m,bb_u_15m,bb_m_15m,bb_l_15m,rsi_15m,ema_8_1h,ema_18_1h,ema_38_1h,bb_u_1h,bb_m_1h,bb_l_1h,rsi_1h,ema_8_4h,ema_18_4h,ema_38_4h,bb_u_4h,bb_m_4h,bb_l_4h,rsi_4h,ema_8_1d,ema_18_1d,ema_38_1d,bb_u_1d,bb_m_1d,bb_l_1d,rsi_1d
2023-03-01 17:29:59,1606.64,1608.72,1608.73,1604.71,3107.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 17:44:59,1608.72,1612.47,1615.44,1608.72,7574.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 17:59:59,1612.46,1613.95,1615.61,1611.61,3616.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 18:14:59,1613.95,1615.04,1615.39,1613.46,2630.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 18:29:59,1615.03,1614.0,1616.09,1613.64,2645.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 18:44:59,1614.0,1616.82,1617.97,1613.53,2477.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 18:59:59,1616.88,1621.7,1621.7,1616.87,5502.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 19:14:59,1621.7,1628.77,1630.49,1619.76,9055.07,1618.0892024389036,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 19:29:59,1628.76,1633.78,1637.85,1628.76,14272.67,1621.5760463413694,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 19:44:59,1633.78,1639.83,1640.72,1633.77,11247.25,1625.6324804877318,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 19:59:59,1639.83,1638.38,1640.56,1634.47,4512.68,1628.465262601569,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 20:14:59,1638.39,1635.63,1639.48,1635.62,2502.13,1630.0574264678871,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 20:29:59,1635.63,1639.72,1641.0,1635.62,4149.22,1632.204665030579,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 20:44:59,1639.72,1640.8,1645.77,1639.71,9758.13,1634.1147394682282,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 20:59:59,1640.79,1658.99,1660.0,1640.79,19217.89,1639.6425751419551,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 21:14:59,1659.0,1653.24,1661.56,1653.23,7922.18,1642.6642251104095,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 21:29:59,1653.23,1649.72,1655.48,1648.32,5372.55,1644.2321750858741,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 21:44:59,1649.71,1649.61,1651.83,1648.0,3289.67,1645.4272472890132,1635.4258984813189,,,,,75.39608166649813,,,,,,,75.39608166649813,,,,,,,75.39608166649813,,,,,,,75.39608166649813
2023-03-01 21:59:59,1649.61,1650.58,1651.0,1648.45,2534.76,1646.5723034470102,1637.0210670622325,,,,,75.9042766334519,,,,,,,75.9042766334519,,,,,,,75.9042766334519,,,,,,,75.9042766334519
2023-03-01 22:14:59,1650.58,1652.01,1654.61,1648.78,3538.62,1647.7806804587856,1638.5988494767344,,,,,76.65689127432267,,,,,,,76.65689127432267,,,,,,,76.65689127432267,,,,,,,76.65689127432267
2023-03-01 22:29:59,1652.0,1653.05,1653.06,1650.7,3617.26,1648.9516403568332,1640.1200232160254,,,,,77.20515587526083,,,,,,,77.20515587526083,,,,,,,77.20515587526083,,,,,,,77.20515587526083
2023-03-01 22:44:59,1653.05,1655.69,1656.0,1652.67,3724.57,1650.4490536108701,1641.7589681406544,,,,,78.55871284043675,,,,,,,78.55871284043675,,,,,,,78.55871284043675,,,,,,,78.55871284043675
2023-03-01 22:59:59,1655.68,1654.59,1659.47,1654.38,6516.17,1651.3692639195656,1643.109603073217,,,,,76.55324429869071,,,,,,,76.55324429869071,,,,,,,76.55324429869071,,,,,,,76.55324429869071
2023-03-01 23:14:59,1654.59,1654.49,1655.17,1652.45,3782.72,1652.0627608263287,1644.3075395918256,,,,,76.36559362604197,,,,,,,76.36559362604197,,,,,,,76.36559362604197,,,,,,,76.36559362604197
2023-03-01 23:29:59,1654.48,1653.13,1655.96,1652.33,4771.11,1652.2999250871446,1645.2362196347913,,,,,73.76195077332562,,,,,,,73.76195077332562,,,,,,,73.76195077332562,,,,,,,73.76195077332562
2023-03-01 23:44:59,1653.13,1652.96,1654.63,1651.35,2848.93,1652.4466084011126,1646.0492491469186,,,,,73.43059516639289,,,,,,,73.43059516639289,,,,,,,73.43059516639289,,,,,,,73.43059516639289
2023-03-01 23:59:59,1652.96,1650.91,1653.0,1650.13,2474.43,1652.105139867532,1646.5609071314534,,,,,69.4472711170691,,,,,,,69.4472711170691,,,,,,,69.4472711170691,,,,,,,69.4472711170691
2023-03-02 00:14:59,1650.91,1654.45,1655.54,1649.0,5849.91,1652.6262198969694,1647.3913379597216,,,,,72.20417221904056,,,,,,,72.20417221904056,,,,,,,72.20417221904056,,,,,,,72.20417221904056
2023-03-02 00:29:59,1654.44,1652.91,1655.98,1652.35,3253.31,1652.6892821420872,1647.972249753435,,,,,69.32287035690467,,,,,,,69.32287035690467,,,,,,,69.32287035690467,,,,,,,69.32287035690467
2023-03-02 00:44:59,1652.9,1653.76,1655.5,1652.13,3593.74,1652.9272194438456,1648.5814866214946,,1672.1828283422346,1640.3233333333333,1608.463838324432,70.02198929307221,,,,,,,70.02198929307221,,,,,,,70.02198929307221,,,,,,,70.02198929307221
2023-03-02 00:59:59,1653.76,1658.59,1669.72,1652.78,11691.45,1654.1856151229908,1649.6350143455477,,1672.2394940535535,1641.9856666666667,1611.73183927978,73.63680510145322,,,,,,,73.63680510145322,,,,,,,73.63680510145322,,,,,,,73.63680510145322
2023-03-02 01:14:59,1658.59,1658.59,1660.6,1655.41,3944.87,1655.164367317882,1650.5776444144374,,1672.270946083155,1643.523,1614.7750539168449,73.63680510145322,,,,,,,73.63680510145322,,,,,,,73.63680510145322,,,,,,,73.63680510145322
2023-03-02 01:29:59,1658.59,1653.93,1658.8,1652.96,3574.88,1654.8900634694637,1650.9305239497598,,1671.6357496555013,1644.8556666666666,1618.075583677832,65.14066779673762,,,,,,,65.14066779673762,,,,,,,65.14066779673762,,,,,,,65.14066779673762
2023-03-02 01:44:59,1653.94,1652.13,1654.87,1651.72,2780.43,1654.2767160318053,1651.0567845866274,,1670.5784116875732,1646.092,1621.605588312427,62.20528953979105,,,,,,,62.20528953979105,,,,,,,62.20528953979105,,,,,,,62.20528953979105
2023-03-02 01:59:59,1652.13,1653.08,1654.87,1651.07,3237.33,1654.0107791358487,1651.2697546301404,,1668.8885732347044,1647.3946666666666,1625.9007600986288,63.13365011913256,1647.9427689746683,,,,,,63.13365011913256,,,,,,,63.13365011913256,,,,,,,63.13365011913256
2023-03-02 02:14:59,1653.08,1653.02,1653.59,1650.98,2356.98,1653.790605994549,1651.4539909848622,,1666.9245897639519,1648.6013333333333,1630.2780769027147,63.03011564047016,,,,,,,63.03011564047016,,,,,,,63.03011564047016,,,,,,,63.03011564047016
2023-03-02 02:29:59,1653.02,1653.84,1654.0,1650.89,2978.32,1653.8015824402048,1651.705149828561,,1665.1102493214157,1649.6726666666666,1634.2350840119175,63.887099531662834,,,,,,,63.887099531662834,,,,,,,63.887099531662834,,,,,,,63.887099531662834
2023-03-02 02:44:59,1653.84,1655.23,1655.88,1651.8,2046.55,1654.1190085646035,1652.0761866887126,1643.9536655081633,1664.0108520927897,1650.5546666666667,1637.0984812405436,65.32957444961583,,,,,,,65.32957444961583,,,,,,,65.32957444961583,,,,,,,65.32957444961583
