Open_Time,Open,Close,High,Low,Volume
2023-05-11 17:45:00,1822.56,1820.36,1823.48,1820.35,1653.7579
2023-05-11 18:00:00,1820.36,1820.33,1820.6,1819.21,2332.808
2023-05-11 18:15:00,1820.33,1821.53,1821.87,1819.8,2051.9078
2023-05-11 18:30:00,1821.54,1823.91,1824.36,1819.88,1897.8019
2023-05-11 18:45:00,1823.92,1822.71,1825.81,1822.71,1912.7149
2023-05-11 19:00:00,1822.71,1822.8,1824.5,1821.5,1844.5698
2023-05-11 19:15:00,1822.79,1822.57,1824.5,1821.2,1844.5774
2023-05-11 19:30:00,1822.58,1821.91,1824.08,1821.46,3160.6901
2023-05-11 19:45:00,1821.91,1820.84,1821.91,1818.87,2556.9028
2023-05-11 20:00:00,1820.83,1828.17,1832.65,1820.2,7745.1879
2023-05-11 20:15:00,1828.17,1831.6,1832.96,1826.8,4339.7871
2023-05-11 20:30:00,1831.6,1819.83,1839.0,1815.52,18170.92
2023-05-11 20:45:00,1819.83,1819.26,1824.46,1816.68,6663.427
2023-05-11 21:00:00,1819.26,1814.16,1822.56,1810.0,8695.1032
2023-05-11 21:15:00,1814.16,1814.07,1817.39,1813.0,6812.5794
2023-05-11 21:30:00,1814.07,1821.54,1823.59,1810.48,8707.6031
2023-05-11 21:45:00,1821.54,1807.45,1822.78,1801.0,19581.0675
2023-05-11 22:00:00,1807.46,1808.18,1810.3,1792.24,19586.4446
2023-05-11 22:15:00,1808.19,1806.29,1810.07,1805.3,6049.6994
2023-05-11 22:30:00,1806.29,1799.48,1807.98,1798.2,7013.7307
2023-05-11 22:45:00,1799.47,1798.59,1801.6,1785.5,16799.5982
2023-05-11 23:00:00,1798.58,1795.82,1804.62,1795.15,8136.8857
2023-05-11 23:15:00,1795.82,1803.4,1804.86,1794.96,6936.8745
2023-05-11 23:30:00,1803.4,1807.35,1808.73,1803.39,5513.1006
2023-05-11 23:45:00,1807.36,1807.7,1809.08,1803.78,4678.9211
2023-05-12 00:00:00,1807.7,1805.63,1810.0,1805.09,6575.2298
2023-05-12 00:15:00,1805.64,1804.94,1810.48,1802.53,4706.4592
2023-05-12 00:30:00,1804.94,1806.06,1808.19,1803.46,3532.2357
2023-05-12 00:45:00,1806.06,1804.74,1808.4,1802.8,3609.6706
2023-05-12 01:00:00,1804.74,1798.8,1804.75,1797.51,6361.6185
2023-05-12 01:15:00,1798.79,1781.4,1801.32,1772.68,34275.7427
2023-05-12 01:30:00,1781.41,1776.2,1786.2,1776.0,12033.7354
2023-05-12 01:45:00,1776.21,1782.92,1783.44,1775.69,8578.6727
2023-05-12 02:00:00,1782.92,1784.82,1784.98,1779.91,5335.1526
2023-05-12 02:15:00,1784.82,1784.35,1785.55,1776.72,7418.4377
2023-05-12 02:30:00,1784.35,1785.84,1788.69,1782.48,7068.8219
2023-05-12 02:45:00,1785.84,1789.4,1790.32,1785.15,5173.4037
2023-05-12 03:00:00,1789.41,1797.17,1797.53,1787.12,4543.0625
2023-05-12 03:15:00,1797.18,1788.6,1797.18,1788.31,5892.2576
2023-05-12 03:30:00,1788.6,1779.43,1788.61,1778.6,4893.6137
2023-05-12 03:45:00,1779.42,1784.46,1788.15,1776.36,7254.0003
2023-05-12 04:00:00,1784.47,1789.89,1790.31,1782.39,4110.748
2023-05-12 04:15:00,1789.88,1790.4,1790.41,1787.0,2696.0903
2023-05-12 04:30:00,1790.41,1794.47,1795.71,1790.4,4553.8848
2023-05-12 04:45:00,1794.46,1795.26,1799.76,1794.02,4890.5629
2023-05-12 05:00:00,1795.27,1795.3,1800.3,1793.62,4367.5783
2023-05-12 05:15:00,1795.3,1795.69,1796.49,1793.22,2471.4951
2023-05-12 05:30:00,1795.69,1793.95,1795.89,1793.51,1962.3394
2023-05-12 05:45:00,1793.94,1793.06,1796.35,1791.82,1289.7015
2023-05-12 06:00:00,1793.05,1795.93,1797.68,1793.05,2396.5368
2023-05-12 06:15:00,1795.94,1796.89,1800.12,1795.86,2236.3275
2023-05-12 06:30:00,1796.88,1791.27,1798.32,1788.34,3566.9617
2023-05-12 06:45:00,1791.26,1789.68,1792.29,1789.4,2097.382
2023-05-12 07:00:00,1789.67,1787.67,1791.19,1784.43,2753.0186
2023-05-12 07:15:00,1787.67,1791.05,1791.81,1787.67,1866.3457
2023-05-12 07:30:00,1791.05,1799.01,1799.16,1790.74,2908.1504
2023-05-12 07:45:00,1799.02,1794.3,1801.2,1794.3,3315.373
2023-05-12 08:00:00,1794.31,1793.58,1795.95,1792.1,2668.3928
2023-05-12 08:15:00,1793.58,1794.19,1796.44,1792.7,1741.951
2023-05-12 08:30:00,1794.18,1798.6,1799.44,1791.86,1900.0375
2023-05-12 08:45:00,1798.6,1798.82,1800.0,1796.71,1872.8699
2023-05-12 09:00:00,1798.81,1799.0,1800.0,1797.36,2351.7769
2023-05-12 09:15:00,1799.0,1789.88,1801.99,1789.68,4613.4425
2023-05-12 09:30:00,1789.87,1790.42,1791.67,1788.08,2599.4038
2023-05-12 09:45:00,1790.42,1788.78,1790.94,1786.25,2901.103
2023-05-12 10:00:00,1788.78,1788.4,1789.52,1786.71,2288.4269
2023-05-12 10:15:00,1788.41,1786.48,1788.53,1784.78,2069.6153
2023-05-12 10:30:00,1786.48,1781.85,1786.49,1777.69,6163.6118
