,Close_Time,Open,Close,High,Low,Volume,ema_8_15m,ema_18_15m,ema_38_15m,rsi_15m,atr,ema_8_1h,ema_18_1h,ema_38_1h,rsi_1h,ema_8_4h,ema_18_4h,ema_38_4h,rsi_4h,slow_k,slow_d,kd_cross,c1,c2,c3,signal,open_entry
0,2023-04-21 17:59:59,1924.89,1921.35,1926.37,1920.73,2328.08,,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
1,2023-04-21 18:14:59,1921.34,1922.88,1922.88,1920.04,1815.6,,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
2,2023-04-21 18:29:59,1922.87,1923.72,1927.13,1922.77,3945.54,,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
3,2023-04-21 18:44:59,1923.72,1917.27,1924.44,1913.58,5987.57,,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
4,2023-04-21 18:59:59,1917.26,1912.88,1917.8,1908.9,5132.67,,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
5,2023-04-21 19:14:59,1912.87,1909.64,1913.73,1907.52,4444.77,,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
6,2023-04-21 19:29:59,1909.65,1913.0,1914.82,1904.01,6770.4,,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
7,2023-04-21 19:44:59,1912.99,1908.25,1914.97,1908.25,3713.4,1914.4292728825967,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
8,2023-04-21 19:59:59,1908.25,1909.01,1911.15,1902.25,9406.28,1913.2249900197976,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
9,2023-04-21 20:14:59,1909.01,1908.29,1909.38,1890.6,22016.06,1912.1283255709536,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
10,2023-04-21 20:29:59,1908.28,1915.56,1916.37,1906.13,8334.88,1912.8909198885194,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
11,2023-04-21 20:44:59,1915.57,1914.46,1918.5,1913.22,4199.09,1913.2396043577373,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
12,2023-04-21 20:59:59,1914.46,1916.18,1918.05,1913.78,3012.56,1913.8930256115734,,,,0.0,,,,,,,,,,,False,False,False,False,False,False
13,2023-04-21 21:14:59,1916.17,1916.19,1918.43,1914.58,2870.62,1914.403464364557,,,,7.690000000000022,,,,,,,,,70.05201204489462,,False,False,False,False,False,False
14,2023-04-21 21:29:59,1916.2,1915.4,1917.87,1914.19,3059.43,1914.6249167279889,,,,7.403571428571437,,,,,,,,,67.88940596769791,,False,False,False,False,False,False
15,2023-04-21 21:44:59,1915.4,1920.71,1923.61,1914.66,10014.6,1915.9771574551025,,,,7.514030612244893,,,,,,,,,82.42540377771684,73.45560726343645,True,False,True,False,False,False
16,2023-04-21 21:59:59,1920.72,1907.53,1922.42,1904.95,12019.37,1914.1000113539687,,,,8.225171282798831,,,,,,,,,50.029550827423144,66.78145352427929,False,False,False,False,False,False
17,2023-04-21 22:14:59,1907.53,1907.29,1909.7,1904.9,5822.87,1912.5866754975314,1914.4489982832722,,37.15733284006908,7.98051619117034,,,,,,,,,50.560436231445195,61.00513027886172,False,False,False,False,False,False
18,2023-04-21 22:29:59,1907.28,1916.37,1918.32,1902.24,6447.06,1913.4274142758577,1914.6512089902963,,49.842571906237815,8.559050748943882,,,,,,,,,78.06725234777336,59.552413135547226,True,False,True,False,False,False
19,2023-04-21 22:44:59,1916.36,1910.37,1917.58,1910.02,5680.37,1912.7479888812227,1914.2005554123702,,43.6743563011856,8.487689981162173,,,,,,,,,59.89094213874579,62.839543572654776,False,False,False,False,False,False
20,2023-04-21 22:59:59,1910.37,1907.69,1912.3,1905.8,5756.36,1911.623991352062,1913.5152337900156,,41.25950579371077,8.345712125364875,,,,,,,,,51.77219024538064,63.24346157729993,False,False,False,False,False,False
21,2023-04-21 23:14:59,1907.68,1907.42,1912.52,1907.42,4640.69,1910.6897710516037,1912.8736302331718,,41.0175777012149,8.113875544981664,,,,,,,,,50.95425628597446,54.20579622336695,False,False,False,False,False,False
22,2023-04-21 23:29:59,1907.42,1908.0,1911.99,1905.9,3820.13,1910.0920441512474,1912.3606165244169,,41.79385860465334,7.969313006054397,,,,,,,,,52.71129960618023,51.81258204584511,True,False,True,False,False,False
23,2023-04-21 23:44:59,1907.99,1909.48,1912.57,1907.36,8238.79,1909.956034339859,1912.057393732373,,43.7925577504675,7.772219219907656,,,,,,,,,33.879270004679675,45.84827529894478,False,False,False,False,False,False
24,2023-04-21 23:59:59,1909.47,1903.91,1911.74,1898.42,12841.07,1908.6124711532236,1911.1997733394915,,38.52148830029769,8.168489275628534,,,,,,,,,21.794362842397963,36.12831081775262,False,False,False,False,False,False
25,2023-04-22 00:14:59,1903.91,1904.86,1905.25,1895.39,6872.86,1907.7785886747295,1910.5324287774397,,39.82938920721299,8.289311470226489,,,,,,,,,33.55776045357855,29.743797766885393,True,False,True,False,False,False
26,2023-04-22 00:29:59,1904.85,1896.55,1908.6,1896.44,8870.17,1905.2833467470118,1909.0605941692882,,33.27325561844138,8.565789222353157,,,,,,,,,4.110559886604758,19.820894394193754,False,False,False,False,False,False
27,2023-04-22 00:44:59,1896.56,1902.28,1903.41,1892.6,6469.16,1904.615936358787,1908.3468474146262,,40.431963113459446,8.726089992185086,,,,,,,,,31.215736859077932,22.961352399753746,True,False,True,False,False,False
28,2023-04-22 00:59:59,1902.29,1899.6,1906.0,1896.44,5730.43,1903.501283834612,1907.426126634139,,38.39219240602675,8.785654992743291,,,,,,,,,22.573363431151247,19.299886725611312,False,False,False,False,False,False
29,2023-04-22 01:14:59,1899.6,1900.96,1901.95,1896.41,4753.19,1902.9365540935871,1906.7454817252824,,40.0181312720366,8.553822493261626,,,,,,,,,28.03487592220014,27.274658737476432,False,False,False,False,False,False
30,2023-04-22 01:29:59,1900.96,1883.05,1900.97,1875.7,29790.31,1898.5173198505677,1904.2512204910422,,29.253003611333398,9.747835172314366,,,,,,,,,17.245424683247133,22.617888012199504,False,False,False,False,False,False
31,2023-04-22 01:44:59,1883.05,1884.72,1886.04,1871.79,19478.51,1895.4512487726638,1902.1953025446167,,31.08334064221559,10.069418374291912,,,,,,,,,27.788523533204536,24.35627471288393,True,False,True,False,False,False
32,2023-04-22 01:59:59,1884.73,1881.62,1889.26,1880.06,4731.71,1892.377637934294,1900.029481224131,,29.579233471473415,10.007317061842494,1901.4727974695215,,,,,,,,21.467569338283326,22.167172518244996,False,False,False,False,False,False
33,2023-04-22 02:14:59,1881.62,1888.49,1888.5,1880.22,5145.55,1891.5137183933398,1898.814798990012,,36.75986303305017,9.883937271710886,,,,,,,,,40.95144678764114,30.069179886376332,True,False,True,False,False,False
34,2023-04-22 02:29:59,1888.49,1887.55,1891.5,1886.28,3784.77,1890.6328920837086,1897.6290306752737,,36.224730155638376,9.550798895160112,,,,,,,,,38.64639529180971,33.688470472578054,False,False,False,False,False,False
35,2023-04-22 02:44:59,1887.56,1882.59,1887.66,1881.34,5662.98,1888.8455827317732,1896.0459748147184,,33.50007853068291,9.320027545505829,,,,,,,,,26.483570377636003,35.36047081902895,False,False,False,False,False,False
36,2023-04-22 02:59:59,1882.58,1880.05,1886.78,1877.03,6088.86,1886.8910087913791,1894.3621879921166,,32.187373976574975,9.350739863683984,1896.7121758096278,,,,,,,,20.255026974006856,28.461664214484188,False,False,False,False,False,False
37,2023-04-22 03:14:59,1880.05,1845.43,1881.34,1836.61,45969.02,1877.677451282184,1889.2114313613674,1899.8388558653992,20.560349438692256,11.877829873420845,,,,,,,,,11.739651271130242,19.492749540924365,False,False,False,False,False,False
38,2023-04-22 03:29:59,1845.42,1850.31,1856.13,1843.05,11856.78,1871.5957954416986,1885.1165438496444,1897.2989145389683,24.624143091288232,11.96369916817651,,,,,,,,,19.030420891790587,17.008366378975893,True,False,True,False,False,False
39,2023-04-22 03:44:59,1850.31,1853.04,1855.42,1845.49,9561.64,1867.4722853435433,1881.7400655496817,1895.0292266138931,26.840954569726733,11.818434941878191,,,,,,,,,22.822614251979527,17.864228804966782,False,False,False,False,False,False
40,2023-04-22 03:59:59,1853.03,1842.7,1853.15,1839.99,15283.85,1861.967333044978,1877.6305849655048,1892.3456765311294,24.009199685900825,11.914261017458326,1884.709470074155,,,,,,,,8.776480760916755,16.876505301562286,False,False,False,False,False,False
41,2023-04-22 04:14:59,1842.69,1844.11,1848.32,1825.0,24295.71,1857.9990368127606,1874.102102337557,1889.8720520936356,25.14938445428956,12.72895665906844,,,,,,,,,23.592592592592467,18.397229201829578,True,False,True,False,False,False
42,2023-04-22 04:29:59,1844.12,1846.91,1849.46,1842.74,6182.02,1855.5348064099248,1871.239775775709,1887.6688699349875,27.438577955772175,12.299745469134981,,,,,,,,,28.473034437946808,20.280702597152004,False,False,False,False,False,False
43,2023-04-22 04:44:59,1846.91,1841.0,1848.83,1839.42,4745.05,1852.3048494299414,1868.056641483529,1885.275594553706,25.68312942058796,12.093335078482472,,,,,,,,,21.0609451099118,24.37552404681702,False,False,False,False,False,False
44,2023-04-22 04:59:59,1841.0,1838.0,1845.19,1836.63,6679.08,1849.1259940010655,1864.8927844852626,1882.8512050894133,24.829343295564854,11.840954001448006,1874.3295878354538,,,,,,,,19.548872180451127,23.027617242769907,False,False,False,False,False,False
45,2023-04-22 05:14:59,1838.0,1845.39,1846.66,1831.22,8448.13,1848.2957731119398,1862.8398598026033,1880.9301176489303,30.827037200706968,12.098028715630296,,,,,,,,,30.661654135338495,23.757157141900468,True,False,True,False,False,False
46,2023-04-22 05:29:59,1845.38,1847.35,1847.97,1838.89,5364.79,1848.0856013092864,1861.2093482444345,1879.2080603336003,32.34298416701546,11.882455235942412,,,,,,,,,33.60902255639084,27.939849624060148,False,False,False,False,False,False
47,2023-04-22 05:44:59,1847.36,1843.31,1851.77,1842.48,4232.37,1847.0243565738895,1859.3252063239677,1877.3671341626464,30.866645669874387,11.697279861946523,,,,,,,,,27.53383458646608,30.60150375939847,False,False,False,False,False,False
48,2023-04-22 05:59:59,1843.31,1840.89,1845.8,1839.55,2888.4,1845.6611662241362,1857.384658289866,1875.4965118978953,29.99816893752852,11.308188443236057,1866.898568316464,,,,,,,,25.35908075327175,28.83397929870955,False,False,False,False,False,False
49,2023-04-22 06:14:59,1840.9,1846.0,1848.59,1840.04,4096.49,1845.7364626187725,1856.186273206722,1873.9838702621057,34.14114159741486,11.111174983004906,,,,,,,,,33.99158303658143,28.96149945877308,True,False,True,False,False,False
50,2023-04-22 06:29:59,1846.01,1839.66,1846.34,1837.6,4742.76,1844.3861375923786,1854.4466655007514,1872.2236717871258,31.67819478374416,10.941805341361698,,,,,,,,,26.020589279375404,28.457084356409524,False,False,False,False,False,False
51,2023-04-22 06:44:59,1839.66,1842.34,1843.33,1833.17,4893.54,1843.9314403496278,1853.1722796585668,1870.6911757980422,33.815194247544184,10.885962102692996,,,,,,,,,55.70189527786655,38.57135586460779,True,False,True,False,False,False
52,2023-04-22 06:59:59,1842.34,1845.1,1845.52,1841.4,3765.27,1844.1911202719327,1852.3225660102967,1869.378807808399,35.99810405204937,10.402679095357774,1862.0544420239164,,,,,,,,66.07495069033484,49.26581174919226,False,False,False,False,False,False
53,2023-04-22 07:14:59,1845.1,1848.76,1850.54,1844.14,3928.75,1845.20642687817,1851.9475590618445,1868.3214330489939,38.830836900113255,10.11677344568935,,,,,,,,,84.40497335701568,68.72727310840568,False,False,False,False,False,False
54,2023-04-22 07:29:59,1848.76,1850.49,1852.02,1848.73,3117.36,1846.3805542385767,1851.7941317921766,1867.4070005849428,40.156455799265395,9.629146770997252,,,,,,,,,94.33752775721698,81.60581726818916,False,False,False,False,False,False
55,2023-04-22 07:44:59,1850.49,1848.19,1855.02,1842.34,5940.44,1846.7826532966708,1851.4147494982633,1866.4215133754585,38.96769046544766,9.847064858783167,,,,,,,,,71.30252100840362,83.3483407075454,False,False,False,False,False,False
56,2023-04-22 07:59:59,1848.18,1848.78,1850.49,1845.93,2831.61,1847.2265081196329,1851.1374074458145,1865.516820381845,39.45451257731927,9.46941736887008,1859.1045660186016,,,,,,,,73.78151260504193,79.80718712355416,False,False,False,False,False,False
57,2023-04-22 08:14:59,1848.77,1853.19,1853.2,1848.4,3208.43,1848.5517285374922,1851.3534698199392,1864.8846757468784,43.04966210654453,9.135887556807928,,,,,,,,,92.3109243697482,79.13165266106456,True,False,True,False,False,False
58,2023-04-22 08:29:59,1853.2,1849.86,1854.19,1849.81,3581.15,1848.8424555291606,1851.1962624704718,1864.1141795547305,41.09851276163981,8.796181302750226,,,,,,,,,78.31932773109205,81.47058823529404,False,False,False,False,False,False
59,2023-04-22 08:44:59,1849.86,1848.62,1850.75,1847.25,2527.74,1848.793020967125,1850.9250769472642,1863.3196062442316,40.37698068846539,8.417882638268066,,,,,,,,,70.7093821510292,80.44654475062315,False,False,False,False,False,False
60,2023-04-22 08:59:59,1848.62,1847.33,1850.0,1846.33,2882.71,1848.4679051966527,1850.5466477949205,1862.4996264368351,39.61096690004544,8.078748164106067,1856.4879957922458,,,,,,,,64.80549199084629,71.27806729098917,False,False,False,False,False,False
61,2023-04-22 09:14:59,1847.32,1846.64,1850.0,1846.15,3573.83,1848.061704041841,1850.1354217112446,1861.686312260587,39.189891593707344,7.776694723812769,,,,,,,,,61.64759725400496,65.72082379862681,False,False,False,False,False,False
62,2023-04-22 09:29:59,1846.63,1850.33,1853.0,1846.0,4237.11,1848.5657698103207,1850.1559036363767,1861.1039372728644,42.6424106107444,7.721216529254714,,,,,,,,,78.53546910755115,68.32951945080079,True,False,True,False,False,False
63,2023-04-22 09:44:59,1850.33,1855.95,1856.79,1849.43,2950.54,1850.2067098524717,1850.7658085167582,1860.8396327973328,47.45344116618282,7.695415348593656,,,,,,,,,96.44369178662184,78.87558604939264,False,False,False,False,False,False
64,2023-04-22 09:59:59,1855.95,1856.0,1857.67,1854.47,2570.2,1851.4941076630334,1851.3167760413098,1860.5914465000337,47.494927567005035,7.374314252265541,1856.3795522828577,,,,,,,,93.18367346938746,89.38761145452014,False,False,False,False,False,False
65,2023-04-22 10:14:59,1856.01,1855.48,1856.09,1853.32,2847.28,1852.3798615156925,1851.7550101422246,1860.3293210384934,47.08556681237819,7.045434662818002,,,,,,,,,86.53964351567267,92.05566959056064,False,False,False,False,False,False
66,2023-04-22 10:29:59,1855.49,1854.53,1855.49,1853.62,2713.52,1852.8576700677609,1852.04711433778,1860.031919959596,46.31340287951518,6.67576075833101,,,,,,,,,79.51728636660098,86.41353445055368,False,False,False,False,False,False
67,2023-04-22 10:44:59,1854.53,1851.47,1858.48,1851.46,2606.66,1852.5492989415918,1851.9863654601188,1859.592847141155,43.860305616869496,6.700349275593079,,,,,,,,,56.56753407682808,74.2081546530339,False,False,False,False,False,False
