,Close_Time,Open,Close,High,Low,sma,bb_u,bb_l,rsi,position,entry_p,stop_loss,size,exit_p,amt
0,2022-11-02 18:29:59.999000064,1547.56,1544.07,1550.01,1544.07,1577.406,1606.2307928468988,1548.581207153101,27.08134738790112,Buy,1547.55,1536.25,1.0,,1547.55
1,2022-11-03 00:59:59.999000064,1560.48,1570.95,1576.06,1558.55,1556.3663333333332,1566.956880669938,1545.7757859967282,61.89525604553642,Sell,,,-1.0,1566.956880669938,-1566.9569
2,2022-11-03 04:44:59.999000064,1512.18,1510.75,1514.37,1506.99,1558.483,1602.7686889299464,1514.1973110700535,32.94346975571338,Buy,1512.19,1503.0,1.0,,1512.19
3,2022-11-03 04:59:59.999000064,1510.76,1511.27,1517.07,1507.24,1556.992,1604.4126375326184,1509.5713624673815,33.22006553117244,Buy,1510.75,1506.99,1.0,,1510.75
4,2022-11-03 11:29:59.999000064,1546.84,1553.7,1556.19,1546.7,1525.4643333333333,1554.5437536316945,1496.3849130349722,65.31037073454733,Sell,,,-2.0,1554.5437536316945,-3109.0875
5,2022-11-03 20:14:59.999000064,1531.95,1535.9,1539.21,1530.04,1546.0366666666666,1557.7687813761104,1534.3045519572229,40.929753083877664,Buy,1531.95,1523.1,1.0,,1531.95
6,2022-11-04 06:44:59.999000064,1535.44,1532.54,1535.44,1529.81,1542.1723333333332,1548.417900685905,1535.9267659807615,35.23893119484829,Buy,1535.43,1524.11,1.0,,1535.43
7,2022-11-04 11:59:59.999000064,1547.14,1548.92,1549.89,1547.14,1538.111666666667,1548.6757202867882,1527.5476130465456,63.95890388236852,Sell,,,-2.0,1548.6757202867882,-3097.3514
8,2022-11-06 08:44:59.999000064,1624.52,1630.89,1633.36,1624.4,1630.8276666666668,1636.9931592036046,1624.662174129729,50.545168126615096,Buy,1624.53,1622.75,1.0,,1624.53
9,2022-11-06 09:59:59.999000064,1628.5,1614.24,1628.66,1614.05,1629.4486666666667,1636.9273951385642,1621.9699381947692,30.80512894032975,Stop,,,-1.0,1622.75,-1622.75
10,2022-11-07 02:44:59.999000064,1609.0,1608.19,1610.75,1603.25,1620.718,1631.6244634048269,1609.8115365951733,32.72703828305487,Buy,1609.0,1605.03,1.0,,1609.0
11,2022-11-07 02:59:59.999000064,1608.19,1610.59,1610.67,1607.9,1620.3716666666667,1631.8668332838315,1608.8765000495018,37.24533672463596,Buy,1608.19,1603.25,1.0,,1608.19
12,2022-11-07 06:14:59.999000064,1603.8,1595.96,1607.96,1595.23,1614.9326666666668,1631.8859310000146,1597.979402333319,28.15670698329832,Stop,,,-2.0,1603.25,-3206.5
13,2022-11-07 07:59:59.999000064,1575.0,1568.29,1577.03,1567.61,1605.5673333333334,1633.113208733406,1578.0214579332608,25.065466917783922,Buy,1575.01,1564.39,1.0,,1575.01
14,2022-11-07 15:59:59.999000064,1565.54,1550.01,1568.53,1546.3,1581.3803333333333,1599.9648541205233,1562.7958125461432,26.098831323441132,Stop,,,-1.0,1564.39,-1564.39
15,2022-11-08 13:44:59.999000064,1449.64,1467.99,1469.13,1447.52,1536.6013333333333,1622.1572060300068,1451.0454606366598,29.125038543282926,Buy,1449.64,1431.82,1.0,,1449.64
16,2022-11-08 22:44:59.999000064,1461.41,1439.19,1462.69,1432.09,1479.9976666666666,1502.8185931353537,1457.1767401979796,26.37908872445196,Buy,1461.4,1451.13,1.0,,1461.4
17,2022-11-08 22:59:59.999000064,1439.18,1444.13,1453.63,1422.94,1478.6973333333333,1504.8554407742247,1452.539225892442,30.642429631182054,Stop,,,-2.0,1451.13,-2902.26
18,2022-11-08 23:14:59.999000064,1443.98,1448.28,1452.6,1440.72,1477.1399999999999,1504.7528665661555,1449.5271334338443,34.09523062644443,Buy,1444.13,1422.94,1.0,,1444.13
19,2022-11-09 00:14:59.999000064,1462.48,1546.84,1563.81,1454.47,1474.66,1517.1110321821936,1432.2089678178065,70.72986522417659,Sell,,,-1.0,1517.1110321821936,-1517.111
20,2022-11-09 02:44:59.999000064,1377.9,1372.84,1394.71,1356.44,1472.7779999999998,1561.2571519549488,1384.2988480450508,29.736247478863675,Buy,1377.9,1341.08,1.0,,1377.9
