,Close_Time,Open,Close,High,Low,Volume
208,1650233699999,3054.84000000,3072.44000000,3073.74000000,3041.00000000,7572.81550000
209,1650234599999,3072.44000000,3069.87000000,3077.46000000,3068.60000000,3804.32130000
210,1650235499999,3069.87000000,3059.71000000,3072.51000000,3057.79000000,2852.24480000
211,1650236399999,3059.70000000,3045.61000000,3059.72000000,3043.91000000,3902.03810000
212,1650237299999,3045.61000000,3027.64000000,3045.62000000,3026.66000000,6178.99060000
213,1650238199999,3027.64000000,2995.30000000,3031.43000000,2995.00000000,17857.10320000
214,1650239099999,2995.30000000,2988.24000000,3000.56000000,2984.00000000,11965.83470000
215,1650239999999,2988.28000000,2988.06000000,2996.33000000,2981.70000000,7358.95440000
216,1650240899999,2988.07000000,2993.04000000,2993.13000000,2977.00000000,9070.71110000
217,1650241799999,2993.03000000,2995.01000000,2996.62000000,2990.11000000,3477.40220000
218,1650242699999,2995.00000000,2988.00000000,2995.01000000,2983.72000000,2807.23390000
219,1650243599999,2988.00000000,2990.83000000,2994.58000000,2982.60000000,2285.97630000
220,1650244499999,2990.83000000,2996.08000000,2998.16000000,2988.77000000,2237.69400000
221,1650245399999,2996.09000000,2989.73000000,2996.09000000,2986.00000000,2877.88810000
222,1650246299999,2989.73000000,2988.58000000,2992.43000000,2986.18000000,2432.45580000
223,1650247199999,2988.59000000,2989.74000000,2992.97000000,2985.01000000,1982.32370000
224,1650248099999,2989.74000000,2990.06000000,2993.90000000,2987.00000000,2154.68990000
225,1650248999999,2990.06000000,2991.65000000,2992.73000000,2988.81000000,1379.68680000
226,1650249899999,2991.64000000,2996.10000000,2997.31000000,2990.67000000,2118.32110000
227,1650250799999,2996.10000000,2995.26000000,2997.26000000,2993.25000000,2663.59690000
228,1650251699999,2995.27000000,2995.72000000,3002.39000000,2995.09000000,2025.91770000
229,1650252599999,2995.72000000,2993.44000000,2996.36000000,2988.53000000,4030.44630000
230,1650253499999,2993.43000000,2995.08000000,2996.61000000,2988.94000000,1701.80250000
231,1650254399999,2995.08000000,2995.18000000,2999.73000000,2994.72000000,1323.90050000
232,1650255299999,2995.17000000,2964.16000000,2995.75000000,2951.26000000,13437.99790000
233,1650256199999,2964.15000000,2918.87000000,2967.74000000,2901.06000000,42635.30240000
234,1650257099999,2918.87000000,2915.29000000,2926.76000000,2908.69000000,8066.09110000
235,1650257999999,2915.29000000,2912.27000000,2918.27000000,2910.00000000,6245.23370000
236,1650258899999,2912.28000000,2916.78000000,2916.83000000,2901.19000000,10616.71070000
237,1650259799999,2916.78000000,2924.10000000,2924.11000000,2916.78000000,4146.54900000
238,1650260699999,2924.10000000,2916.56000000,2925.63000000,2915.64000000,4765.62270000
239,1650261599999,2916.56000000,2914.90000000,2919.98000000,2913.77000000,3965.01440000
0,1650262499999,2914.90000000,2914.75000000,2920.37000000,2912.42000000,2937.18420000
1,1650263399999,2914.75000000,2916.48000000,2917.16000000,2914.00000000,1766.04220000
2,1650264299999,2916.47000000,2920.94000000,2924.46000000,2914.08000000,3391.08380000
3,1650265199999,2920.93000000,2915.19000000,2922.00000000,2914.82000000,2657.17150000
4,1650266099999,2915.19000000,2916.44000000,2919.79000000,2909.11000000,4939.65950000
5,1650266999999,2916.45000000,2908.32000000,2918.70000000,2907.10000000,3173.63670000
6,1650267899999,2908.32000000,2908.53000000,2909.98000000,2902.04000000,5306.50030000
7,1650268799999,2908.54000000,2892.12000000,2908.54000000,2883.22000000,12989.71050000
8,1650269699999,2892.13000000,2896.33000000,2898.86000000,2889.27000000,3838.74190000
9,1650270599999,2896.32000000,2902.05000000,2908.36000000,2891.80000000,4553.77780000
10,1650271499999,2902.05000000,2903.38000000,2904.86000000,2900.00000000,2458.61630000
11,1650272399999,2903.38000000,2893.32000000,2903.38000000,2893.06000000,2213.23780000
12,1650273299999,2893.32000000,2898.34000000,2899.34000000,2888.15000000,3077.32950000
13,1650274199999,2898.35000000,2897.17000000,2901.55000000,2894.29000000,2589.82890000
14,1650275099999,2897.17000000,2903.45000000,2907.38000000,2895.56000000,4156.97320000
15,1650275999999,2903.45000000,2908.62000000,2908.89000000,2900.49000000,2839.49170000
16,1650276899999,2908.62000000,2914.31000000,2917.06000000,2905.05000000,3185.59690000
17,1650277799999,2914.31000000,2917.97000000,2919.82000000,2909.00000000,3716.91270000
18,1650278699999,2917.98000000,2913.27000000,2922.85000000,2912.08000000,3879.60130000
19,1650279599999,2913.28000000,2908.12000000,2915.57000000,2907.41000000,2002.11370000
20,1650280499999,2908.12000000,2918.58000000,2918.59000000,2908.12000000,2002.69110000
21,1650281399999,2918.59000000,2915.84000000,2923.69000000,2913.69000000,2923.51990000
22,1650282299999,2915.84000000,2915.08000000,2917.73000000,2912.13000000,1880.27350000
23,1650283199999,2915.08000000,2911.85000000,2916.09000000,2909.00000000,2175.67230000
24,1650284099999,2911.86000000,2921.20000000,2921.20000000,2911.11000000,2902.02940000
25,1650284999999,2921.19000000,2935.08000000,2942.01000000,2918.30000000,8758.50190000
26,1650285899999,2935.07000000,2938.00000000,2947.90000000,2931.53000000,4968.61650000
27,1650286799999,2937.99000000,2941.19000000,2947.41000000,2936.01000000,4454.22930000
28,1650287699999,2941.18000000,2936.64000000,2948.50000000,2934.45000000,4931.75690000
29,1650288599999,2936.63000000,2934.61000000,2938.83000000,2930.16000000,3007.35170000
30,1650289499999,2934.61000000,2933.22000000,2952.79000000,2925.65000000,11945.60960000
31,1650290399999,2933.22000000,2922.82000000,2935.26000000,2915.86000000,9818.23600000
32,1650291299999,2922.82000000,2936.49000000,2941.35000000,2920.00000000,6171.87010000
33,1650292199999,2936.49000000,2935.01000000,2944.52000000,2931.56000000,6944.23310000
34,1650293099999,2935.00000000,2932.94000000,2938.31000000,2921.78000000,6455.97200000
35,1650293999999,2932.95000000,2928.34000000,2932.95000000,2923.38000000,3734.25810000
36,1650294899999,2928.35000000,2926.09000000,2930.00000000,2924.35000000,3657.58160000
37,1650295799999,2926.09000000,2915.21000000,2927.32000000,2908.59000000,6435.76180000
38,1650296699999,2915.22000000,2912.80000000,2917.30000000,2905.00000000,4369.50400000
39,1650297599999,2912.79000000,2914.25000000,2916.04000000,2908.26000000,3666.34670000
40,1650298499999,2914.25000000,2898.55000000,2917.00000000,2895.00000000,6120.30210000
41,1650299399999,2898.54000000,2915.06000000,2916.74000000,2895.39000000,5038.18310000
42,1650300299999,2915.05000000,2924.47000000,2927.25000000,2913.27000000,5156.86090000
43,1650301199999,2924.47000000,2927.35000000,2940.50000000,2924.20000000,8177.51340000
44,1650302099999,2927.35000000,2959.99000000,2968.00000000,2923.92000000,15630.14460000
45,1650302999999,2959.99000000,2950.39000000,2962.90000000,2944.02000000,12367.61730000
46,1650303899999,2950.38000000,2970.96000000,2976.25000000,2949.49000000,7750.06660000
47,1650304799999,2970.96000000,2984.71000000,2991.44000000,2966.97000000,9461.42320000
48,1650305699999,2984.72000000,2984.42000000,2995.70000000,2980.84000000,7369.40130000
49,1650306599999,2984.43000000,3013.23000000,3024.78000000,2984.42000000,22162.34740000
50,1650307499999,3013.23000000,3009.54000000,3022.40000000,3007.50000000,6254.71970000
51,1650308399999,3009.55000000,3014.41000000,3017.58000000,3005.30000000,5394.33470000
52,1650309299999,3014.42000000,3002.49000000,3019.45000000,2997.56000000,6064.30040000
53,1650310199999,3002.51000000,3003.36000000,3013.53000000,3001.62000000,5289.51350000
54,1650311099999,3003.36000000,2995.31000000,3003.37000000,2990.93000000,6258.86670000
55,1650311999999,2995.31000000,3005.72000000,3007.58000000,2988.57000000,4904.03150000
56,1650312899999,3005.72000000,3013.58000000,3021.54000000,3005.30000000,5811.42620000
57,1650313799999,3013.57000000,3012.74000000,3016.87000000,3004.58000000,3308.49140000
58,1650314699999,3012.73000000,3009.98000000,3017.22000000,3008.51000000,2270.67750000
59,1650315599999,3009.99000000,3005.75000000,3012.82000000,3004.64000000,2197.32350000
60,1650316499999,3005.75000000,3018.57000000,3021.45000000,3005.74000000,3917.48390000
61,1650317399999,3018.57000000,3040.90000000,3045.75000000,3018.09000000,7050.79850000
62,1650318299999,3040.90000000,3043.65000000,3052.08000000,3040.89000000,3351.33750000
63,1650319199999,3043.65000000,3042.56000000,3046.20000000,3034.23000000,2878.64470000
64,1650320099999,3042.55000000,3038.71000000,3047.12000000,3037.21000000,3304.22550000
65,1650320999999,3038.72000000,3039.43000000,3046.51000000,3037.89000000,1857.52520000
66,1650321899999,3039.42000000,3035.23000000,3041.61000000,3031.94000000,2491.80240000
67,1650322799999,3035.23000000,3065.26000000,3067.79000000,3033.97000000,7875.25430000
68,1650323699999,3065.26000000,3055.78000000,3069.60000000,3055.78000000,3345.39800000
69,1650324599999,3055.79000000,3057.32000000,3065.01000000,3055.78000000,5354.59150000
70,1650325499999,3057.32000000,3054.50000000,3059.92000000,3050.18000000,2196.74560000
71,1650326399999,3054.50000000,3055.56000000,3062.51000000,3054.49000000,4314.50690000
72,1650327299999,3055.56000000,3089.28000000,3095.18000000,3055.03000000,14353.61410000
73,1650328199999,3089.28000000,3073.31000000,3089.98000000,3068.06000000,4990.70240000
74,1650329099999,3073.32000000,3065.78000000,3087.04000000,3065.78000000,6016.62490000
75,1650329999999,3065.78000000,3059.45000000,3068.02000000,3054.76000000,3964.78320000
76,1650330899999,3059.44000000,3065.05000000,3066.66000000,3058.00000000,2254.45680000
77,1650331799999,3065.04000000,3063.96000000,3067.02000000,3058.73000000,2011.02450000
78,1650332699999,3063.96000000,3061.78000000,3065.79000000,3057.14000000,2479.47040000
79,1650333599999,3061.79000000,3052.58000000,3062.33000000,3051.76000000,2472.03140000
80,1650334499999,3052.59000000,3049.11000000,3057.24000000,3047.56000000,3155.70550000
81,1650335399999,3049.11000000,3049.59000000,3052.17000000,3046.21000000,4009.71340000
82,1650336299999,3049.60000000,3041.71000000,3052.29000000,3041.26000000,2744.21360000
83,1650337199999,3041.72000000,3040.03000000,3044.46000000,3038.07000000,2340.98620000
84,1650338099999,3040.04000000,3045.81000000,3048.57000000,3038.06000000,5373.96820000
85,1650338999999,3045.81000000,3042.06000000,3049.20000000,3041.44000000,2602.31100000
