Open_Time,Open,Close,High,Low,Volume
2023-05-11 18:00:00,1820.36,1822.71,1825.81,1819.21,8195.2326
2023-05-11 19:00:00,1822.71,1820.84,1824.5,1818.87,9406.7401
2023-05-11 20:00:00,1820.83,1819.26,1839.0,1815.52,36919.322
2023-05-11 21:00:00,1819.26,1807.45,1823.59,1801.0,43796.3532
2023-05-11 22:00:00,1807.46,1798.59,1810.3,1785.5,49449.4729
2023-05-11 23:00:00,1798.58,1807.7,1809.08,1794.96,25265.7819
2023-05-12 00:00:00,1807.7,1804.74,1810.48,1802.53,18423.5953
2023-05-12 01:00:00,1804.74,1782.92,1804.75,1772.68,61249.7693
2023-05-12 02:00:00,1782.92,1789.4,1790.32,1776.72,24995.8159
2023-05-12 03:00:00,1789.41,1784.46,1797.53,1776.36,22582.9341
2023-05-12 04:00:00,1784.47,1795.26,1799.76,1782.39,16251.286
2023-05-12 05:00:00,1795.27,1793.06,1800.3,1791.82,10091.1143
2023-05-12 06:00:00,1793.05,1789.68,1800.12,1788.34,10297.208
2023-05-12 07:00:00,1789.67,1794.3,1801.2,1784.43,10842.8877
2023-05-12 08:00:00,1794.31,1798.82,1800.0,1791.86,8183.2512
2023-05-12 09:00:00,1798.81,1788.78,1801.99,1786.25,12465.7262
2023-05-12 10:00:00,1788.78,1770.15,1789.52,1760.0,32809.1025
2023-05-12 11:00:00,1770.15,1763.25,1773.93,1758.21,27345.9647
2023-05-12 12:00:00,1763.25,1769.09,1770.03,1755.0,23079.6389
2023-05-12 13:00:00,1769.08,1748.47,1769.4,1740.0,33231.4564
2023-05-12 14:00:00,1748.47,1755.43,1757.88,1741.83,46715.0766
2023-05-12 15:00:00,1755.43,1759.47,1763.01,1755.0,43316.3342
2023-05-12 16:00:00,1759.48,1760.71,1763.64,1755.29,15077.491
2023-05-12 17:00:00,1760.71,1766.42,1769.1,1760.71,20305.196
2023-05-12 18:00:00,1766.42,1765.26,1771.87,1764.68,13364.9836
2023-05-12 19:00:00,1765.26,1764.86,1768.92,1762.91,9855.6077
2023-05-12 20:00:00,1764.86,1772.54,1777.34,1763.84,15532.5825
2023-05-12 21:00:00,1772.53,1773.51,1777.59,1768.6,15739.1441
2023-05-12 22:00:00,1773.51,1766.44,1783.23,1764.24,26494.6815
2023-05-12 23:00:00,1766.43,1765.55,1771.11,1761.08,17464.7361
2023-05-13 00:00:00,1765.54,1769.59,1777.01,1763.22,17783.1241
2023-05-13 01:00:00,1769.59,1771.1,1777.6,1769.56,14344.0214
2023-05-13 02:00:00,1771.09,1770.19,1774.8,1769.86,11367.5349
2023-05-13 03:00:00,1770.19,1790.01,1794.96,1742.69,60997.5327
2023-05-13 04:00:00,1790.0,1787.91,1793.24,1781.31,29400.2584
2023-05-13 05:00:00,1787.9,1805.2,1818.63,1787.9,41434.7336
2023-05-13 06:00:00,1805.21,1802.45,1816.89,1799.45,17662.8802
2023-05-13 07:00:00,1802.45,1807.45,1810.71,1800.8,11568.7724
2023-05-13 08:00:00,1807.45,1808.6,1809.59,1801.16,12776.2912
2023-05-13 09:00:00,1808.59,1809.18,1817.03,1805.0,16157.689
2023-05-13 10:00:00,1809.18,1805.45,1810.51,1805.09,5214.7574
2023-05-13 11:00:00,1805.45,1805.61,1808.33,1805.19,7096.5862
2023-05-13 12:00:00,1805.62,1801.74,1806.84,1798.56,6484.9705
2023-05-13 13:00:00,1801.74,1797.94,1806.1,1796.8,12091.0049
2023-05-13 14:00:00,1797.94,1797.31,1799.65,1796.84,4379.1467
2023-05-13 15:00:00,1797.32,1802.98,1806.1,1796.8,7410.2062
2023-05-13 16:00:00,1802.98,1804.2,1805.8,1801.24,6073.3884
2023-05-13 17:00:00,1804.2,1807.42,1809.36,1803.0,7956.6342
2023-05-13 18:00:00,1807.43,1805.95,1811.46,1803.33,8313.5012
2023-05-13 19:00:00,1805.95,1803.78,1806.93,1802.33,6820.4973
2023-05-13 20:00:00,1803.79,1804.11,1809.91,1797.54,10220.2699
2023-05-13 21:00:00,1804.12,1801.23,1807.0,1797.07,10094.4145
2023-05-13 22:00:00,1801.22,1793.51,1802.8,1785.23,16014.2402
2023-05-13 23:00:00,1793.51,1795.9,1798.5,1789.33,10384.6438
2023-05-14 00:00:00,1795.91,1794.12,1795.91,1791.12,5459.2634
2023-05-14 01:00:00,1794.12,1793.55,1798.49,1790.35,11330.7653
2023-05-14 02:00:00,1793.56,1789.18,1806.45,1786.12,13081.3898
2023-05-14 03:00:00,1789.18,1792.83,1800.58,1787.46,10843.6216
2023-05-14 04:00:00,1792.84,1802.75,1804.4,1792.38,5907.9623
2023-05-14 05:00:00,1802.76,1799.84,1804.89,1797.95,6805.5372
2023-05-14 06:00:00,1799.84,1801.83,1802.32,1797.29,5917.0001
2023-05-14 07:00:00,1801.83,1795.11,1804.72,1793.91,6061.656
2023-05-14 08:00:00,1795.12,1800.29,1802.0,1789.82,13737.0713
2023-05-14 09:00:00,1800.3,1794.8,1801.59,1791.62,6961.6889
2023-05-14 10:00:00,1794.79,1799.2,1800.73,1793.66,3829.6511
2023-05-14 11:00:00,1799.19,1803.89,1805.8,1797.6,5901.2479
2023-05-14 12:00:00,1803.88,1802.94,1804.9,1800.94,6005.414
2023-05-14 13:00:00,1802.95,1802.92,1805.38,1801.27,4314.0866
2023-05-14 14:00:00,1802.93,1805.83,1809.84,1802.92,10795.3404
2023-05-14 15:00:00,1805.83,1805.21,1809.31,1804.41,5197.2979
2023-05-14 16:00:00,1805.21,1802.8,1805.74,1801.84,5085.8643
2023-05-14 17:00:00,1802.79,1803.62,1806.79,1799.91,6874.1746
2023-05-14 18:00:00,1803.61,1802.19,1803.99,1800.67,4494.5474
2023-05-14 19:00:00,1802.19,1802.05,1803.57,1800.2,3600.7513
2023-05-14 20:00:00,1802.04,1808.3,1808.75,1797.5,9322.7515
2023-05-14 21:00:00,1808.29,1810.61,1813.21,1803.33,11853.831
2023-05-14 22:00:00,1810.61,1809.1,1812.98,1804.88,9056.5013
2023-05-14 23:00:00,1809.1,1819.05,1824.0,1808.45,29757.2397
2023-05-15 00:00:00,1819.06,1807.69,1821.87,1806.02,16547.2688
