,start_time,interval,kd_direction,sl_atr,tp_atr,sl_determine,Profit,Fee,Max_Profit,Max_Loss,Max_Entry,Max_Position,Profit_%
341,1641028611000,1h,Up,4,5,High,5920.28,1177.91,12001.97,-918.18,24,61046.47,96.98%
541,1609492611000,1h,Up,5,5,High,5896.5,2324.4,21643.52,-2771.31,25,50795.27,116.08%
325,1641028611000,1h,Up,2,5,High,5895.1,1177.92,3445.48,-425.84,23,58726.31,100.38%
297,1641028611000,1h,Any,3,3,High,5861.82,2539.36,3622.79,-1311.36,40,87748.44,66.80%
245,1641028611000,15m,Up,4,5,High,5782.63,4527.76,3701.44,-836.41,35,39988.54,144.61%
343,1641028611000,1h,Up,4,6,High,5732.71,1178.0,9354.33,-830.06,31,75024.37,76.41%
331,1641028611000,1h,Up,3,4,High,5659.52,1178.04,3998.47,-606.28,13,31283.5,180.91%
352,1641028611000,1h,Down,2,3,Close,5543.65,1358.65,1499.3,-603.47,14,41375.61,133.98%
284,1641028611000,15m,Down,5,5,Close,5354.66,5193.63,3408.8,-1279.25,45,53216.34,100.62%
279,1641028611000,15m,Down,4,6,High,5327.01,5193.64,4605.38,-1088.48,44,50459.14,105.57%
355,1641028611000,1h,Down,2,4,High,5315.95,1358.76,2617.38,-527.67,14,41375.61,128.48%
463,1609492611000,15m,Down,3,6,High,5120.92,10648.23,7090.41,-1482.12,32,42840.87,119.53%
265,1641028611000,15m,Down,3,3,High,4971.86,5193.82,2282.61,-606.83,19,25211.86,197.20%
253,1641028611000,15m,Up,5,5,High,4898.87,4528.2,3701.44,-1176.52,39,44167.78,110.91%
514,1609492611000,1h,Up,2,4,Close,4651.17,2325.02,2952.33,-794.85,12,28963.34,160.59%
357,1641028611000,1h,Down,2,5,High,4612.35,1359.12,1446.21,-463.84,15,41771.73,110.42%
557,1609492611000,1h,Down,3,5,High,4575.58,2638.61,7303.56,-1510.81,29,65456.12,69.90%
481,1609492611000,1h,Any,2,3,High,4566.67,4965.96,4664.57,-2091.28,23,67961.65,67.19%
243,1641028611000,15m,Up,4,4,High,4501.11,4528.4,2087.98,-897.86,25,28129.25,160.02%
274,1641028611000,15m,Down,4,4,Close,4438.13,5194.09,2130.33,-1088.48,29,33817.41,131.24%
336,1641028611000,1h,Up,4,3,Close,4381.13,1178.68,1167.7,-1005.03,18,19617.71,223.33%
219,1641028611000,15m,Any,5,4,High,4322.39,9724.79,9604.32,-2095.49,95,111056.36,38.92%
519,1609492611000,1h,Up,2,6,High,4176.47,2325.26,4507.95,-794.85,23,58726.31,71.12%
321,1641028611000,1h,Up,2,3,High,4041.85,1178.85,1167.7,-441.54,11,12016.49,336.36%
547,1609492611000,1h,Down,2,4,High,3932.93,2638.93,4208.12,-1203.3,15,34741.26,113.21%
323,1641028611000,1h,Up,2,4,High,3928.58,1178.9,2805.12,-425.84,12,28963.34,135.64%
497,1609492611000,1h,Any,4,3,High,3778.28,4966.35,7004.15,-3031.09,40,87748.44,43.06%
269,1641028611000,15m,Down,3,5,High,3394.16,5194.61,3043.49,-606.83,27,29869.67,113.63%
466,1609492611000,15m,Down,4,4,Close,3352.02,10649.12,3171.93,-2073.33,29,33817.41,99.12%
353,1641028611000,1h,Down,2,3,High,3244.05,1359.8,1499.3,-586.61,14,41375.61,78.40%
545,1609492611000,1h,Down,2,3,High,3174.63,2639.31,3356.24,-1203.3,15,34741.26,91.38%
485,1609492611000,1h,Any,2,5,High,2987.26,4966.75,8479.96,-2091.28,31,98040.45,30.47%
241,1641028611000,15m,Up,4,3,High,2964.87,4529.17,1275.5,-897.86,17,19182.43,154.56%
339,1641028611000,1h,Up,4,4,High,2931.4,1179.4,3998.47,-1005.03,13,31283.5,93.70%
513,1609492611000,1h,Up,2,3,High,2763.95,2325.96,2698.92,-794.85,11,12016.49,230.01%
345,1641028611000,1h,Up,5,3,High,2735.42,1179.5,1342.99,-1105.35,18,19617.71,139.44%
207,1641028611000,15m,Any,3,6,High,2686.88,9725.61,12106.06,-1062.53,56,136379.91,19.70%
551,1609492611000,1h,Down,2,6,High,2643.18,2639.58,5463.48,-1203.3,25,63894.01,41.37%
465,1609492611000,15m,Down,4,3,High,2619.14,10649.48,3808.53,-2073.33,23,51993.8,50.37%
457,1609492611000,15m,Down,3,3,High,2566.32,10649.51,2282.61,-1482.12,19,25211.86,101.79%
523,1609492611000,1h,Up,3,4,High,2535.78,2326.08,9574.53,-1384.77,14,32408.85,78.24%
257,1641028611000,15m,Down,2,3,High,2498.24,5195.06,1393.83,-372.74,15,17721.41,140.97%
209,1641028611000,15m,Any,4,3,High,2365.34,9725.77,3383.7,-1753.06,44,66877.97,35.37%
507,1609492611000,1h,Any,5,4,High,2359.42,4967.06,32834.37,-4002.2,69,151124.34,15.61%
273,1641028611000,15m,Down,4,3,High,2317.27,5195.15,2282.61,-1088.48,21,25710.93,90.13%
489,1609492611000,1h,Any,3,3,High,2157.65,4967.16,7004.15,-2849.98,40,87748.44,24.59%
531,1609492611000,1h,Up,4,4,High,2023.43,2326.33,14602.03,-1508.93,19,39415.75,51.34%
478,1609492611000,15m,Down,5,6,Close,2007.34,10649.79,7085.57,-2664.53,57,66219.65,30.31%
201,1641028611000,15m,Any,3,3,High,1949.18,9725.98,3383.7,-1062.53,44,66877.97,29.15%
517,1609492611000,1h,Up,2,5,High,1922.64,2326.38,3960.7,-794.85,23,58726.31,32.74%
543,1609492611000,1h,Up,5,6,High,1842.41,2326.42,23695.71,-2771.31,31,75024.37,24.56%
46,1672531200000,15m,Up,3,6,Close,1763.05,648.67,2046.06,-150.78,19,29086.14,60.61%
261,1641028611000,15m,Down,2,5,High,1696.76,5195.46,1977.96,-372.74,19,54362.46,31.21%
425,1609492611000,15m,Up,3,3,High,1604.54,9291.77,1564.49,-910.35,21,61892.46,25.92%
54,1672531200000,15m,Up,4,6,Close,1502.7,648.8,2697.8,-214.62,24,36853.69,40.77%
22,1672531200000,15m,Any,4,6,Close,1411.98,1423.02,5695.01,-443.68,72,108060.11,13.07%
281,1641028611000,15m,Down,5,3,High,1225.03,5195.69,2282.61,-1279.25,21,25710.93,47.65%
263,1641028611000,15m,Down,2,6,High,1142.79,5195.74,2151.47,-372.74,19,54362.46,21.02%
48,1672531200000,15m,Up,4,3,Close,932.08,649.08,494.32,-194.31,13,22868.08,40.76%
329,1641028611000,1h,Up,3,3,High,893.34,1180.42,1167.7,-606.28,11,12016.49,74.34%
8,1672531200000,15m,Any,3,3,Close,888.36,1423.28,1045.44,-329.72,29,47769.48,18.60%
393,1609492611000,15m,Any,3,3,High,835.86,19942.94,8078.49,-2835.62,44,66877.97,12.50%
40,1672531200000,15m,Up,3,3,Close,800.49,649.15,214.85,-146.64,10,15281.53,52.38%
62,1672531200000,15m,Up,5,6,Close,799.93,649.15,2697.8,-384.25,24,36853.69,21.71%
72,1672531200000,15m,Down,3,3,Close,710.37,773.82,260.04,-226.27,12,18493.26,38.41%
4,1672531200000,15m,Any,2,5,Close,695.33,1423.37,1368.45,-142.14,32,46269.85,15.03%
399,1609492611000,15m,Any,3,6,High,676.25,19943.02,12715.02,-2835.62,56,136379.91,4.96%
56,1672531200000,15m,Up,5,3,Close,675.99,649.21,494.32,-244.96,13,22868.08,29.56%
86,1672531200000,15m,Down,4,6,Close,650.98,773.85,3235.25,-219.45,38,57086.7,11.40%
267,1641028611000,15m,Down,3,4,High,611.62,5196.0,1950.56,-606.83,23,37879.68,16.15%
282,1641028611000,15m,Down,5,4,Close,591.62,5196.01,2130.33,-1279.25,34,99022.71,5.97%
84,1672531200000,15m,Down,4,5,Close,565.72,773.89,1615.53,-219.45,26,38461.26,14.71%
68,1672531200000,15m,Down,2,5,Close,529.68,773.91,738.12,-95.69,23,37879.68,13.98%
12,1672531200000,15m,Any,3,5,Close,519.07,1423.46,1071.35,-329.72,37,60988.14,8.51%
64,1672531200000,15m,Down,2,3,Close,466.59,773.94,260.04,-102.24,10,15250.93,30.59%
259,1641028611000,15m,Down,2,4,High,417.46,5196.1,1950.56,-372.74,17,33855.21,12.33%
412,1609492611000,15m,Any,5,5,Close,410.27,19943.15,13394.93,-5003.37,95,111056.36,3.69%
2,1672531200000,15m,Any,2,4,Close,394.54,1423.52,871.85,-142.14,28,46432.17,8.50%
32,1672531200000,15m,Up,2,3,Close,353.03,649.37,181.36,-104.97,10,15281.53,23.10%
44,1672531200000,15m,Up,3,5,Close,342.73,649.38,382.57,-150.78,15,23460.0,14.61%
42,1672531200000,15m,Up,3,4,Close,340.85,649.38,277.48,-150.78,15,23460.0,14.53%
66,1672531200000,15m,Down,2,4,Close,231.09,774.06,481.07,-102.24,23,37879.68,6.10%
0,1672531200000,15m,Any,2,3,Close,217.37,1423.61,559.07,-166.16,22,36037.94,6.03%
80,1672531200000,15m,Down,4,3,Close,192.68,774.08,260.04,-286.87,12,18493.26,10.42%
10,1672531200000,15m,Any,3,4,Close,147.94,1423.65,831.12,-329.72,37,60988.14,2.43%
76,1672531200000,15m,Down,3,5,Close,124.67,774.11,593.51,-165.87,23,37879.68,3.29%
227,1641028611000,15m,Up,2,4,High,122.84,4532.4,1594.08,-287.24,19,29103.3,4.22%
36,1672531200000,15m,Up,2,5,Close,91.5,649.5,382.57,-73.23,12,20033.35,4.57%
57,1672531200000,15m,Up,5,3,High,88.0,649.5,494.32,-244.96,13,22868.08,3.85%
70,1672531200000,15m,Down,2,6,Close,85.28,774.13,738.12,-95.69,23,37879.68,2.25%
34,1672531200000,15m,Up,2,4,Close,52.04,649.52,210.72,-104.97,10,15281.53,3.41%
433,1609492611000,15m,Up,4,3,High,36.48,9292.55,1769.74,-1149.47,22,40371.46,0.90%
20,1672531200000,15m,Any,4,5,Close,9.91,1423.72,2685.72,-443.68,49,72350.86,0.14%
74,1672531200000,15m,Down,3,4,Close,8.82,774.17,481.07,-226.27,23,37879.68,0.23%
441,1609492611000,15m,Up,5,3,High,-7.57,9292.57,1769.74,-1617.54,22,40371.46,-0.19%
211,1641028611000,15m,Any,4,4,High,-21.58,9726.96,6700.47,-1753.06,75,86794.18,-0.25%
6,1672531200000,15m,Any,2,6,Close,-31.78,1423.74,1368.45,-142.14,32,46269.85,-0.69%
49,1672531200000,15m,Up,4,3,High,-33.25,649.56,214.85,-194.31,12,14992.78,-2.22%
88,1672531200000,15m,Down,5,3,Close,-83.9,774.21,521.94,-347.46,15,23457.38,-3.58%
38,1672531200000,15m,Up,2,6,Close,-191.55,649.64,487.97,-73.23,13,20026.67,-9.56%
50,1672531200000,15m,Up,4,4,Close,-227.26,649.66,277.48,-214.62,15,23460.0,-9.69%
41,1672531200000,15m,Up,3,3,High,-229.3,649.66,214.85,-146.64,10,15281.53,-15.01%
33,1672531200000,15m,Up,2,3,High,-273.45,651.5,181.36,-72.72,10,15281.53,-17.89%
63,1672531200000,15m,Up,5,6,High,-306.66,649.7,2697.8,-280.55,24,36853.69,-8.32%
182,1672531200000,1h,Down,4,6,Close,-317.88,170.15,1670.83,-434.32,22,34277.69,-9.27%
52,1672531200000,15m,Up,4,5,Close,-349.85,649.72,471.69,-214.62,15,23460.0,-14.91%
14,1672531200000,15m,Any,3,6,Close,-353.5,1423.9,1441.56,-329.72,38,62685.71,-5.64%
166,1672531200000,1h,Down,2,6,Close,-379.61,170.18,613.76,-204.96,11,17784.32,-21.35%
16,1672531200000,15m,Any,4,3,Close,-391.54,1423.92,1045.44,-443.68,30,37451.89,-10.45%
473,1609492611000,15m,Down,5,3,High,-395.01,10650.99,7951.86,-2664.53,23,51993.8,-7.60%
102,1672531200000,1h,Any,2,6,Close,-413.67,314.43,1010.38,-327.04,19,30650.32,-13.50%
167,1672531200000,1h,Down,2,6,High,-435.01,170.2,530.05,-204.96,11,17784.32,-24.46%
73,1672531200000,15m,Down,3,3,High,-450.96,774.4,260.04,-226.27,12,18493.26,-24.39%
9,1672531200000,15m,Any,3,3,High,-504.23,1423.97,1045.44,-329.72,29,47769.48,-10.56%
134,1672531200000,1h,Up,2,6,Close,-510.36,144.49,402.13,-133.42,8,12866.0,-39.67%
78,1672531200000,15m,Down,3,6,Close,-533.62,774.44,766.45,-165.87,23,37879.68,-14.09%
164,1672531200000,1h,Down,2,5,Close,-548.38,170.26,535.9,-204.96,11,17784.32,-30.84%
65,1672531200000,15m,Down,2,3,High,-571.71,774.46,260.04,-102.24,10,15250.93,-37.49%
18,1672531200000,15m,Any,4,4,Close,-591.74,1424.02,2703.34,-443.68,46,74354.05,-7.96%
165,1672531200000,1h,Down,2,5,High,-595.13,170.28,460.84,-204.96,11,17784.32,-33.46%
180,1672531200000,1h,Down,4,5,Close,-609.66,170.29,1480.5,-434.32,22,34277.69,-17.79%
132,1672531200000,1h,Up,2,5,Close,-624.18,144.54,272.02,-133.42,7,10695.4,-58.36%
161,1672531200000,1h,Down,2,3,High,-634.92,170.3,275.33,-204.96,9,14076.9,-45.10%
58,1672531200000,15m,Up,5,4,Close,-636.93,649.87,390.08,-384.25,15,23460.0,-27.15%
160,1672531200000,1h,Down,2,3,Close,-643.52,170.31,275.33,-204.96,9,14076.9,-45.71%
37,1672531200000,15m,Up,2,5,High,-644.03,651.69,382.57,-72.72,10,15281.53,-42.14%
391,1609492611000,15m,Any,2,6,High,-656.44,19945.51,11874.36,-1090.87,42,63942.45,-10.27%
35,1672531200000,15m,Up,2,4,High,-657.84,651.7,210.72,-72.72,10,15281.53,-43.05%
130,1672531200000,1h,Up,2,4,Close,-673.72,144.57,228.45,-133.42,7,10695.4,-62.99%
100,1672531200000,1h,Any,2,5,Close,-691.13,314.56,880.61,-327.04,19,30650.32,-22.55%
82,1672531200000,15m,Down,4,4,Close,-713.96,774.53,481.07,-286.87,23,37879.68,-18.85%
81,1672531200000,15m,Down,4,3,High,-723.71,774.53,260.04,-286.87,12,18493.26,-39.13%
174,1672531200000,1h,Down,3,6,Close,-725.88,170.35,933.1,-345.9,13,20200.79,-35.93%
549,1609492611000,1h,Down,2,5,High,-745.25,2641.27,2892.39,-1203.3,17,53908.37,-13.82%
337,1641028611000,1h,Up,4,3,High,-777.84,1181.26,1167.7,-1005.03,13,14379.29,-54.09%
184,1672531200000,1h,Down,5,3,Close,-783.2,170.38,453.56,-607.77,15,23454.6,-33.39%
163,1672531200000,1h,Down,2,4,High,-786.98,170.38,327.06,-204.96,9,14076.9,-55.91%
162,1672531200000,1h,Down,2,4,Close,-789.61,170.38,327.06,-204.96,9,14076.9,-56.09%
133,1672531200000,1h,Up,2,5,High,-827.08,144.65,180.77,-133.42,7,10695.4,-77.33%
233,1641028611000,15m,Up,3,3,High,-827.21,4531.06,1275.5,-432.12,17,19182.43,-43.12%
128,1672531200000,1h,Up,2,3,Close,-827.8,144.65,184.89,-133.42,7,10695.4,-77.40%
92,1672531200000,15m,Down,5,5,Close,-828.83,774.59,1380.53,-278.47,26,38461.26,-21.55%
176,1672531200000,1h,Down,4,3,Close,-841.1,170.41,453.56,-434.32,15,23454.6,-35.86%
135,1672531200000,1h,Up,2,6,High,-857.73,144.66,215.87,-133.42,7,10695.4,-80.20%
131,1672531200000,1h,Up,2,4,High,-859.18,144.66,145.67,-133.42,7,10695.4,-80.33%
185,1672531200000,1h,Down,5,3,High,-895.87,170.43,453.56,-522.75,15,23454.6,-38.20%
225,1641028611000,15m,Up,2,3,High,-930.83,4532.93,1131.75,-287.24,13,39218.32,-23.73%
77,1672531200000,15m,Down,3,5,High,-931.82,774.64,593.51,-165.87,23,37879.68,-24.60%
168,1672531200000,1h,Down,3,3,Close,-938.93,170.46,338.41,-345.9,9,14076.9,-66.70%
172,1672531200000,1h,Down,3,5,Close,-939.76,170.46,820.63,-345.9,13,20200.79,-46.52%
190,1672531200000,1h,Down,5,6,Close,-952.44,170.46,1670.83,-653.86,22,34277.69,-27.79%
51,1672531200000,15m,Up,4,4,High,-969.76,650.03,277.48,-214.62,12,14992.78,-64.68%
129,1672531200000,1h,Up,2,3,High,-995.83,144.73,110.58,-133.42,7,10695.4,-93.11%
60,1672531200000,15m,Up,5,5,Close,-1010.58,650.05,471.69,-384.25,15,23460.0,-43.08%
39,1672531200000,15m,Up,2,6,High,-1018.23,651.88,487.97,-72.72,12,18525.7,-54.96%
85,1672531200000,15m,Down,4,5,High,-1057.13,774.7,968.92,-219.45,24,38854.38,-27.21%
43,1672531200000,15m,Up,3,4,High,-1067.46,650.08,210.72,-150.78,10,15281.53,-69.85%
98,1672531200000,1h,Any,2,4,Close,-1090.74,314.76,551.53,-327.04,19,30650.32,-35.59%
191,1672531200000,1h,Down,5,6,High,-1096.56,170.53,1670.83,-653.86,22,34277.69,-31.99%
69,1672531200000,15m,Down,2,5,High,-1123.91,774.73,738.12,-102.24,16,23123.19,-48.61%
89,1672531200000,15m,Down,5,3,High,-1131.93,774.74,260.04,-347.46,12,18493.26,-61.21%
205,1641028611000,15m,Any,3,5,High,-1135.9,9727.52,4422.84,-1062.53,55,60376.55,-18.81%
45,1672531200000,15m,Up,3,5,High,-1139.03,650.12,382.57,-150.78,14,23108.46,-49.29%
235,1641028611000,15m,Up,3,4,High,-1154.37,4531.22,1594.08,-432.12,19,29103.3,-39.66%
103,1672531200000,1h,Any,2,6,High,-1163.25,314.8,590.5,-327.04,16,25026.84,-46.48%
417,1609492611000,15m,Up,2,3,High,-1169.33,9294.97,1461.84,-345.77,13,39218.32,-29.82%
152,1672531200000,1h,Up,5,3,Close,-1171.67,144.82,467.26,-646.65,10,16492.91,-71.04%
142,1672531200000,1h,Up,3,6,Close,-1181.62,144.82,562.41,-190.69,8,12866.0,-91.84%
53,1672531200000,15m,Up,4,5,High,-1185.49,650.14,414.75,-214.62,14,23108.46,-51.30%
177,1672531200000,1h,Down,4,3,High,-1189.62,170.58,453.56,-434.32,12,19807.75,-60.06%
529,1609492611000,1h,Up,4,3,High,-1204.48,2327.94,5059.04,-1508.93,19,39415.75,-30.56%
169,1672531200000,1h,Down,3,3,High,-1205.21,170.59,338.41,-281.29,9,14076.9,-85.62%
75,1672531200000,15m,Down,3,4,High,-1223.15,774.78,481.07,-226.27,23,37879.68,-32.29%
183,1672531200000,1h,Down,4,6,High,-1242.39,170.61,933.1,-434.32,19,31006.21,-40.07%
188,1672531200000,1h,Down,5,5,Close,-1254.71,170.61,1480.5,-653.86,22,34277.69,-36.60%
175,1672531200000,1h,Down,3,6,High,-1273.27,170.62,613.76,-281.29,11,17784.32,-71.60%
178,1672531200000,1h,Down,4,4,Close,-1278.5,170.63,592.65,-434.32,15,23454.6,-54.51%
150,1672531200000,1h,Up,4,6,Close,-1284.46,144.87,1143.87,-247.96,15,23362.04,-54.98%
96,1672531200000,1h,Any,2,3,Close,-1289.98,314.86,314.77,-327.04,19,30650.32,-42.09%
186,1672531200000,1h,Down,5,4,Close,-1303.72,170.64,592.65,-607.77,15,23454.6,-55.58%
94,1672531200000,15m,Down,5,6,Close,-1319.46,774.83,2891.79,-273.03,38,57086.7,-23.11%
154,1672531200000,1h,Up,5,4,Close,-1353.84,144.91,580.71,-646.65,10,16492.91,-82.09%
170,1672531200000,1h,Down,3,4,Close,-1354.5,170.66,327.06,-345.9,9,13617.25,-99.47%
515,1609492611000,1h,Up,2,4,High,-1375.34,2328.03,2952.33,-794.85,12,28963.34,-47.49%
189,1672531200000,1h,Down,5,5,High,-1388.34,170.68,1480.5,-653.86,22,34277.69,-40.50%
101,1672531200000,1h,Any,2,5,High,-1388.78,314.91,498.59,-327.04,16,25026.84,-55.49%
155,1672531200000,1h,Up,5,4,High,-1392.3,144.93,580.71,-317.42,10,16492.91,-84.42%
193,1641028611000,15m,Any,2,3,High,-1398.77,9729.47,2430.03,-573.39,42,63942.45,-21.88%
140,1672531200000,1h,Up,3,5,Close,-1400.98,144.93,272.02,-190.69,7,10695.4,-130.99%
143,1672531200000,1h,Up,3,6,High,-1417.85,144.94,402.13,-190.69,8,12866.0,-110.20%
187,1672531200000,1h,Down,5,4,High,-1426.87,170.7,592.65,-522.75,15,23454.6,-60.84%
229,1641028611000,15m,Up,2,5,High,-1434.27,4533.18,1778.66,-287.24,21,32026.56,-44.78%
173,1672531200000,1h,Down,3,5,High,-1442.05,170.71,535.9,-281.29,11,17784.32,-81.09%
138,1672531200000,1h,Up,3,4,Close,-1448.87,144.96,228.45,-190.69,7,10695.4,-135.47%
1,1672531200000,15m,Any,2,3,High,-1449.08,1426.26,559.07,-166.16,22,36037.94,-40.21%
55,1672531200000,15m,Up,4,6,High,-1451.11,650.27,500.64,-214.62,18,27826.75,-52.15%
17,1672531200000,15m,Any,4,3,High,-1454.21,1424.45,1045.44,-443.68,30,37451.89,-38.83%
181,1672531200000,1h,Down,4,5,High,-1456.28,170.71,820.63,-434.32,19,31006.21,-46.97%
146,1672531200000,1h,Up,4,4,Close,-1488.72,144.98,477.04,-247.96,10,15640.4,-95.18%
483,1609492611000,1h,Any,2,4,High,-1503.71,4968.99,7334.0,-2091.28,29,81285.54,-18.50%
24,1672531200000,15m,Any,5,3,Close,-1504.52,1424.47,1045.44,-557.64,30,37451.89,-40.17%
141,1672531200000,1h,Up,3,5,High,-1524.25,144.99,272.02,-190.69,7,10695.4,-142.51%
158,1672531200000,1h,Up,5,6,Close,-1543.35,145.0,1143.87,-646.65,16,26075.27,-59.19%
67,1672531200000,15m,Down,2,4,High,-1545.1,774.95,202.83,-102.24,11,18023.59,-85.73%
59,1672531200000,15m,Up,5,4,High,-1546.35,650.32,277.48,-280.55,15,23460.0,-65.91%
13,1672531200000,15m,Any,3,5,High,-1547.72,1424.49,1071.35,-329.72,37,60988.14,-25.38%
277,1641028611000,15m,Down,4,5,High,-1554.81,5197.08,3043.49,-1088.48,32,37455.83,-41.51%
99,1672531200000,1h,Any,2,4,High,-1555.49,315.0,406.68,-327.04,16,25026.84,-62.15%
139,1672531200000,1h,Up,3,4,High,-1560.09,145.01,228.45,-190.69,7,10695.4,-145.87%
47,1672531200000,15m,Up,3,6,High,-1577.44,650.34,487.97,-150.78,14,23108.46,-68.26%
159,1672531200000,1h,Up,5,6,High,-1581.81,145.02,1143.87,-349.16,16,26075.27,-60.66%
421,1609492611000,15m,Up,2,5,High,-1586.11,9295.18,4060.93,-345.77,21,32026.56,-49.52%
71,1672531200000,15m,Down,2,6,High,-1592.14,774.97,738.12,-102.24,16,23123.19,-68.85%
537,1609492611000,1h,Up,5,3,High,-1595.99,2328.14,5059.04,-1910.97,25,50795.27,-31.42%
427,1609492611000,15m,Up,3,4,High,-1603.3,9293.37,3558.93,-910.35,22,85569.14,-18.74%
136,1672531200000,1h,Up,3,3,Close,-1625.66,145.04,184.89,-190.69,7,10695.4,-152.00%
171,1672531200000,1h,Down,3,4,High,-1648.82,170.81,327.06,-281.29,9,13617.25,-121.08%
97,1672531200000,1h,Any,2,3,High,-1668.25,315.05,314.77,-327.04,16,25026.84,-66.66%
179,1672531200000,1h,Down,4,4,High,-1680.76,170.83,592.65,-434.32,12,19807.75,-84.85%
79,1672531200000,15m,Down,3,6,High,-1688.12,775.02,593.51,-165.87,23,37879.68,-44.57%
11,1672531200000,15m,Any,3,4,High,-1698.59,1424.57,831.12,-329.72,37,60988.14,-27.85%
83,1672531200000,15m,Down,4,4,High,-1717.99,775.03,481.07,-286.87,23,37879.68,-45.35%
137,1672531200000,1h,Up,3,3,High,-1724.83,145.09,184.89,-190.69,7,10695.4,-161.27%
156,1672531200000,1h,Up,5,5,Close,-1743.74,145.1,694.16,-646.65,11,16696.88,-104.43%
147,1672531200000,1h,Up,4,4,High,-1774.63,145.12,477.04,-247.96,9,13725.57,-129.29%
90,1672531200000,15m,Down,5,4,Close,-1780.52,775.06,481.07,-347.46,23,37879.68,-47.00%
157,1672531200000,1h,Up,5,5,High,-1782.19,145.12,694.16,-349.16,11,16696.88,-106.74%
144,1672531200000,1h,Up,4,3,Close,-1786.02,145.12,376.35,-247.96,10,15640.4,-114.19%
153,1672531200000,1h,Up,5,3,High,-1801.73,145.13,467.26,-317.42,10,16492.91,-109.24%
118,1672531200000,1h,Any,4,6,Close,-1875.06,315.16,2800.93,-776.1,37,57639.73,-32.53%
148,1672531200000,1h,Up,4,5,Close,-1881.12,145.17,272.02,-247.96,11,16696.88,-112.66%
110,1672531200000,1h,Any,3,6,Close,-1886.48,315.16,1488.16,-616.94,21,32612.89,-57.84%
151,1672531200000,1h,Up,4,6,High,-2007.9,145.24,562.41,-247.96,11,16696.88,-120.26%
61,1672531200000,15m,Up,5,5,High,-2018.58,650.56,471.69,-280.55,15,23460.0,-86.04%
145,1672531200000,1h,Up,4,3,High,-2029.77,145.25,376.35,-247.96,9,13725.57,-147.88%
423,1609492611000,15m,Up,2,6,High,-2054.31,9295.41,4579.03,-345.77,21,32026.56,-64.14%
505,1609492611000,1h,Any,5,3,High,-2110.26,4969.29,7004.15,-3835.17,59,125519.92,-16.81%
197,1641028611000,15m,Any,2,5,High,-2175.38,9729.86,3761.27,-476.55,42,63942.45,-34.02%
5,1672531200000,15m,Any,2,5,High,-2208.46,1426.64,1216.76,-142.14,24,35125.56,-62.87%
149,1672531200000,1h,Up,4,5,High,-2209.18,145.34,272.02,-247.96,11,16696.88,-132.31%
108,1672531200000,1h,Any,3,5,Close,-2236.85,315.34,1306.48,-616.94,21,32612.89,-68.59%
19,1672531200000,15m,Any,4,4,High,-2286.36,1424.86,2703.34,-443.68,46,74354.05,-30.75%
231,1641028611000,15m,Up,2,6,High,-2287.0,4533.61,1575.0,-287.24,21,32026.56,-71.41%
126,1672531200000,1h,Any,5,6,Close,-2345.0,315.39,2800.93,-1147.96,37,57639.73,-40.68%
116,1672531200000,1h,Any,4,5,Close,-2363.92,315.4,2480.81,-776.1,37,57639.73,-41.01%
459,1609492611000,15m,Down,3,4,High,-2379.82,10651.98,3168.61,-1482.12,23,89238.13,-26.67%
15,1672531200000,15m,Any,3,6,High,-2481.87,1424.96,1071.35,-329.72,37,56810.57,-43.69%
87,1672531200000,15m,Down,4,6,High,-2492.78,775.42,568.18,-219.45,27,43581.81,-57.20%
111,1672531200000,1h,Any,3,6,High,-2509.86,315.47,1010.38,-454.26,19,30650.32,-81.89%
468,1609492611000,15m,Down,4,5,Close,-2522.96,10652.05,6154.95,-2073.33,40,47160.41,-53.50%
539,1609492611000,1h,Up,5,4,High,-2551.01,2328.62,14602.03,-2771.31,25,50795.27,-50.22%
127,1672531200000,1h,Any,5,6,High,-2604.95,315.52,2800.93,-935.27,37,57639.73,-45.19%
3,1672531200000,15m,Any,2,4,High,-2622.02,1426.85,758.95,-142.14,22,36037.94,-72.76%
419,1609492611000,15m,Up,2,4,High,-2635.64,9295.7,2506.06,-345.77,19,29103.3,-90.56%
93,1672531200000,15m,Down,5,5,High,-2645.11,775.49,968.92,-278.47,24,38854.38,-68.08%
521,1609492611000,1h,Up,3,3,High,-2687.79,2328.69,2974.08,-1384.77,11,50573.59,-53.15%
120,1672531200000,1h,Any,5,3,Close,-2687.97,315.56,788.78,-1147.96,35,57081.48,-47.09%
30,1672531200000,15m,Any,5,6,Close,-2699.87,1425.07,5026.54,-677.25,72,108060.11,-24.98%
91,1672531200000,15m,Down,5,4,High,-2766.18,775.56,481.07,-347.46,23,37879.68,-73.03%
109,1672531200000,1h,Any,3,5,High,-2787.32,315.61,880.61,-454.26,19,30650.32,-90.94%
7,1672531200000,15m,Any,2,6,High,-2842.54,1426.96,1216.76,-142.14,24,35125.56,-80.93%
124,1672531200000,1h,Any,5,5,Close,-2865.31,315.65,2480.81,-1147.96,37,57639.73,-49.71%
106,1672531200000,1h,Any,3,4,Close,-2953.66,315.69,551.53,-616.94,19,30650.32,-96.37%
409,1609492611000,15m,Any,5,3,High,-3073.91,19944.9,11382.43,-5003.37,61,72832.56,-42.21%
125,1672531200000,1h,Any,5,5,High,-3125.26,315.78,2480.81,-935.27,37,57639.73,-54.22%
