,Close_Time,Open,Close,High,Low,sma,bb_u,bb_l,rsi,position,entry_p,stop_loss,size,exit_p,amt
0,2022-10-02 00:44:59.999000064,1316.88,1310.65,1317.18,1305.53,1325.0283333333334,1333.9920499484183,1316.0646167182485,20.578391551681264,Buy,1316.89,1312.12,1.0,,1316.89
1,2022-10-02 00:59:59.999000064,1310.65,1310.95,1311.0,1305.89,1324.3756666666666,1334.4272903276585,1314.3240430056746,21.660974915800153,Stop,,,-1.0,1312.12,-1312.12
2,2022-10-02 01:14:59.999000064,1310.95,1310.15,1313.19,1308.76,1323.6490000000001,1334.5235652480146,1312.7744347519856,20.844997870308873,Buy,1310.95,1305.89,1.0,,1310.95
3,2022-10-02 01:44:59.999000064,1310.77,1312.99,1313.0,1310.06,1322.3983333333335,1334.0721582801484,1310.7245083865187,31.331708720271124,Buy,1310.76,1306.71,1.0,,1310.76
4,2022-10-02 04:14:59.999000064,1311.95,1305.24,1311.96,1302.68,1317.7116666666666,1330.9587756175115,1304.4645577158217,31.607469053758138,Stop,,,-2.0,1306.71,-2613.42
5,2022-10-02 19:14:59.999000064,1289.62,1293.42,1293.43,1287.64,1308.6913333333332,1323.4720764209535,1293.910590245713,28.81342940440682,Buy,1289.62,1286.42,1.0,,1289.62
6,2022-10-03 03:14:59.999000064,1296.14,1309.0,1313.87,1295.84,1295.7706666666668,1302.992243472016,1288.5490898613175,66.2881229010884,Sell,,,-1.0,1302.992243472016,-1302.9922
7,2022-10-03 07:59:59.999000064,1279.82,1276.72,1281.52,1272.61,1296.0570000000002,1313.1675777420483,1278.9464222579522,30.92233555518962,Buy,1279.81,1271.7,1.0,,1279.81
8,2022-10-03 08:14:59.999000064,1276.72,1277.4,1278.34,1263.04,1295.4296666666667,1313.8037052235243,1277.055628109809,32.0035344167552,Buy,1276.72,1272.61,1.0,,1276.72
9,2022-10-03 14:14:59.999000064,1295.55,1295.48,1301.94,1294.62,1288.3343333333332,1301.3459483325908,1275.3227183340757,56.499380440583906,Sell,,,-2.0,1301.3459483325908,-2602.6919
10,2022-10-05 16:44:59.999000064,1343.62,1344.71,1347.97,1341.03,1353.3786666666665,1360.6108276776117,1346.1465056557213,35.97355904843627,Buy,1343.62,1340.04,1.0,,1343.62
11,2022-10-05 19:44:59.999000064,1344.43,1332.83,1345.09,1332.09,1348.4916666666666,1359.258343756418,1337.724989576915,25.517849412427736,Stop,,,-1.0,1340.04,-1340.04
12,2022-10-07 06:29:59.999000064,1353.1,1352.57,1355.07,1351.4,1360.805,1368.5671676525324,1353.0428323474678,39.55260526985363,Buy,1353.11,1345.01,1.0,,1353.11
13,2022-10-07 17:29:59.999000064,1356.71,1357.65,1360.8,1356.69,1355.044,1360.287249882732,1349.800750117268,54.40126593210983,Sell,,,-1.0,1360.287249882732,-1360.2872
14,2022-10-07 21:14:59.999000064,1331.3,1333.92,1334.5,1325.26,1352.9016666666669,1366.308621163806,1339.4947121695277,25.8683510481179,Buy,1331.29,1324.5,1.0,,1331.29
15,2022-10-07 21:29:59.999000064,1333.91,1331.17,1337.9,1331.0,1352.1236666666666,1367.613957374775,1336.6333759585582,24.01308105667907,Buy,1333.92,1325.26,1.0,,1333.92
16,2022-10-08 00:29:59.999000064,1335.7,1322.53,1337.02,1321.43,1344.5826666666667,1366.2486694872573,1322.916663846076,26.29162340014483,Stop,,,-2.0,1325.26,-2650.52
17,2022-10-08 12:59:59.999000064,1328.8,1328.17,1329.52,1326.05,1332.9906666666668,1336.6519157552557,1329.329417578078,36.86597054913608,Buy,1328.79,1326.52,1.0,,1328.79
18,2022-10-08 13:14:59.999000064,1328.17,1328.03,1329.0,1327.72,1332.7493333333334,1336.7192399093162,1328.7794267573506,36.52516828496839,Buy,1328.17,1326.05,1.0,,1328.17
19,2022-10-08 16:59:59.999000064,1327.7,1325.25,1328.13,1323.44,1330.695,1335.7478955395086,1325.6421044604913,35.65138271347254,Stop,,,-2.0,1326.05,-2652.1
20,2022-10-09 06:29:59.999000064,1307.06,1310.48,1310.48,1305.86,1323.3660000000002,1334.4566093610788,1312.2753906389216,29.036690875855413,Buy,1307.06,1303.51,1.0,,1307.06
21,2022-10-09 14:59:59.999000064,1314.68,1317.04,1317.89,1314.68,1312.4203333333332,1317.217884051068,1307.6227826155985,61.76471213446389,Sell,,,-1.0,1317.217884051068,-1317.2179
22,2022-10-10 03:44:59.999000064,1317.95,1319.1,1319.81,1316.84,1324.0240000000001,1329.0669160876153,1318.981083912385,43.0442965348425,Buy,1317.94,1312.93,1.0,,1317.94
23,2022-10-10 08:44:59.999000064,1322.36,1326.67,1327.84,1321.0,1320.8366666666666,1326.5970285380254,1315.0763047953078,63.08488890106631,Sell,,,-1.0,1326.5970285380254,-1326.597
24,2022-10-10 16:59:59.999000064,1304.1,1306.79,1307.22,1302.4,1320.2926666666667,1333.749558762876,1306.8357745704575,31.09813365047728,Buy,1304.09,1296.36,1.0,,1304.09
25,2022-10-11 06:14:59.999000064,1306.74,1291.11,1306.74,1288.0,1306.5576666666666,1313.6695884572864,1299.4457448760468,24.73353986120543,Stop,,,-1.0,1296.36,-1296.36
26,2022-10-13 10:59:59.999000064,1287.07,1286.88,1287.94,1285.36,1295.597,1303.28972582815,1287.90427417185,29.58297522047515,Buy,1287.06,1282.05,1.0,,1287.06
27,2022-10-13 11:14:59.999000064,1286.88,1287.0,1287.07,1285.07,1295.1909999999998,1303.3556446748828,1287.0263553251168,30.073486140026176,Buy,1286.88,1285.36,1.0,,1286.88
28,2022-10-13 11:29:59.999000064,1286.99,1287.05,1287.73,1286.29,1294.8576666666668,1303.494389321856,1286.2209440114775,30.29137296932089,Buy,1287.0,1285.07,1.0,,1287.0
29,2022-10-13 12:14:59.999000064,1286.48,1284.47,1286.48,1284.02,1293.7416666666666,1303.6292549581904,1283.8540783751428,26.7388921737204,Stop,,,-3.0,1285.07,-3855.21
30,2022-10-13 18:59:59.999000064,1241.25,1242.95,1245.42,1238.24,1277.7293333333332,1303.2223984993027,1252.2362681673637,16.722519883661334,Buy,1241.24,1220.41,1.0,,1241.24
31,2022-10-13 19:14:59.999000064,1242.94,1243.81,1245.21,1240.36,1276.2686666666668,1304.2274800574935,1248.3098532758402,18.260249377307915,Buy,1242.95,1238.24,1.0,,1242.95
32,2022-10-13 19:29:59.999000064,1243.81,1243.23,1244.24,1241.51,1274.8273333333334,1304.9113875518576,1244.7432791148092,18.018598924694984,Buy,1243.81,1240.36,1.0,,1243.81
33,2022-10-13 19:44:59.999000064,1243.24,1252.11,1252.55,1241.46,1273.7486666666666,1304.680996995248,1242.8163363380852,32.70272329811948,Buy,1243.23,1241.51,1.0,,1243.23
34,2022-10-13 20:44:59.999000064,1248.36,1210.53,1251.28,1190.0,1267.342,1307.0263594379585,1227.6576405620417,21.106732356627163,Stop,,,-4.0,1241.51,-4966.04
35,2022-10-13 21:44:59.999000064,1208.48,1217.14,1218.03,1206.25,1257.5183333333332,1307.9165944365059,1207.1200722301605,31.81115160455849,Buy,1208.49,1205.49,1.0,,1208.49
36,2022-10-14 01:44:59.999000064,1271.93,1275.6,1282.28,1271.78,1241.4553333333336,1279.9824495792193,1202.9282170874478,65.28759862880298,Sell,,,-1.0,1279.9824495792193,-1279.9824
37,2022-10-15 00:14:59.999000064,1310.04,1301.54,1313.22,1299.04,1324.44,1341.646425156491,1307.2335748435091,28.828456091360422,Buy,1310.04,1307.47,1.0,,1310.04
38,2022-10-15 00:29:59.999000064,1301.54,1304.03,1304.31,1298.0,1323.855,1342.5403944744537,1305.1696055255463,32.49492774067308,Stop,,,-1.0,1307.47,-1307.47
39,2022-10-15 00:44:59.999000064,1304.03,1309.39,1309.97,1302.95,1323.516,1342.858255366579,1304.1737446334212,39.69660764407705,Buy,1304.03,1298.0,1.0,,1304.03
40,2022-10-15 02:44:59.999000064,1302.81,1296.3,1304.08,1294.0,1317.1006666666665,1341.8129442810095,1292.3883890523234,33.27380165204221,Stop,,,-1.0,1298.0,-1298.0
41,2022-10-15 17:29:59.999000064,1281.92,1281.84,1281.93,1278.44,1294.3643333333334,1304.83055542581,1283.898111240857,28.723797288713826,Buy,1281.92,1279.01,1.0,,1281.92
42,2022-10-15 17:44:59.999000064,1281.83,1283.76,1284.7,1281.64,1293.9076666666665,1304.9721801319026,1282.8431532014304,33.91455220565946,Buy,1281.84,1278.44,1.0,,1281.84
43,2022-10-16 05:14:59.999000064,1280.92,1276.49,1280.92,1270.01,1284.4626666666666,1290.449318337066,1278.4760149962672,33.015448911572776,Stop,,,-2.0,1278.44,-2556.88
44,2022-10-16 05:29:59.999000064,1276.49,1276.67,1277.13,1275.68,1284.053,1290.4223519293948,1277.6836480706054,33.614820182450174,Buy,1276.49,1270.01,1.0,,1276.49
